"source","term_literal","term_uri","text","validation_outcome"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APD0001038","Nègre","http://data.europa.eu/c4p/data/t_23_fr","« Village nègre » : le colonel Garby et le colonel Chausson","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APMH00324893","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Enseigne : ""Au nègre joyeux""","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APMH051786","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Coupe en faïence : écu avec une tête de nègre","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APMNCLOA0604P","Négresse","http://data.europa.eu/c4p/data/t_24_fr","Buste de négresse, en faïence émaillée","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APNADAR006825","Nègre","http://data.europa.eu/c4p/data/t_23_fr","MM. Mesmacker et Dacheux , grimés en nègre","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000630","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Vue prise du village nègre près de Djeddah qu'on aperçoit au fond, au premier plan : barrière à squelettes","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000859","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire), un chameau et un homme originaire d'Afrique noire. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000860","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). A côté d'une case : jeunes femmes africaines noires posant avec un jeune enfant. En arrière plan : la ville et des chameaux","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000861","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). Autour d'une case : jeunes femmes africaines noires avec des jeunes enfants, certaines voilées, un homme","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000862","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). A côté d'une case : deux jeunes femmes africaines noires dont l'une porte un jeune enfant dans ses bras. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000863","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). A côté des cases : groupes de jeunes femmes africaines noires de dos. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000864","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). A côté d'une case : plusieurs jeunes femmes africaines noires dont l'une porte un jeune enfant dans ses bras. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000865","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). Devant une case : jeune femme africaine noire avec deux jeunes enfants dont l'une porté dans son dos. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000866","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). Devant une case : jeune femme africaine noire assise. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000868","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). La cuisine : jeune femme africaine noire assise, enfant et bétail","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000869","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). Devant les cases : femmes africaines noires. En arrière plan : la ville","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APOS000870","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au premier plan : le ""village nègre"" (cases de fabrication précaire). Devant les cases : femmes africaines noires","accept"
"/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_APR0002164","Boche","http://data.europa.eu/c4p/data/t_8_fr","Affiche imprimée en Angleterre, «  N'achetez rien aux Boches »","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_000PE000891","Nègre","http://data.europa.eu/c4p/data/t_23_fr","tableau ; La danse des nègres à Tanger","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_06070001419","Nègre","http://data.europa.eu/c4p/data/t_23_fr","tableau ; Torse de nègre","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_5002E003890","Nègre","http://data.europa.eu/c4p/data/t_23_fr","carte réclame ; A vouloir blanchir un nègre, on use son savon (titre inscrit)","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_5002E006740","Grisette","http://data.europa.eu/c4p/data/t_80_fr","carte réclame ; LE MONDE DES INSECTES / Papillons. / Ordre des Lépidoptères / 1 Hespérie Hière  / 2 Grisette 3 Miroir (titre inscrit)","reject"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_5002E009009","Nègre","http://data.europa.eu/c4p/data/t_23_fr","élément d'ensemble ; Le chasseur indien au repos, le repos du bédouin, kamtschadale chassant l'ours, le nègre chassant le tigre (titre inscrit)","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350110150","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Feuille de deux études de têtes de nègres en plâtre","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350115666","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Un officier français sur un cheval blanc et un nègre près d'un cheval abattu","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350115799","Nègre","http://data.europa.eu/c4p/data/t_23_fr","album ; Jeune nègre monté sur un âne, de profil vers la gauche","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350123474","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Main gauche et main droite tenant chacune un objet, et tête de nègre","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350123508","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Oriental en long burnou blanc tenant un fusil, et un nègre","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350142934","Mulâtre","http://data.europa.eu/c4p/data/t_71_fr","album ; Portrait d'une jeune femme mulâtre à mi-corps, de face","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350220604","Nègre","http://data.europa.eu/c4p/data/t_23_fr","album ; Tête de nègre levant les yeux au ciel","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350224570","Négresse","http://data.europa.eu/c4p/data/t_24_fr","album ; Etudes de négresse en pied","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50350229968","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Archer nègre et nu tenant son arc du bras gauche et faisant le geste de ...","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50430000769","Négresse","http://data.europa.eu/c4p/data/t_24_fr","Femme de dos (négresse)","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50430001688","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Projet de costume pour le ballet Tricorne : un vieux nègre, avec indications manuscrites","accept"
"/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_50440004003","Négresse","http://data.europa.eu/c4p/data/t_24_fr","élément d'ensemble ; La négresse nue, de face, bras pendants","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_06806","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Profils de l'Apollon, du nègre, de l'orang-outang","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_09076","Nègre","http://data.europa.eu/c4p/data/t_23_fr","[Têtes de Bichat, d'un tartare tonguse, d'un nègre, d'une jeune Géorgienne, d'un Chinois âgé de 88 ans, de Makoea]","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_CISC0134x1","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Au Congo, le tombeau d'un chef nègre ; à Madagascar, un cimetière Betsimisaraka","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCFO00368","Négresse","http://data.europa.eu/c4p/data/t_24_fr","Syphilides vulvaires ; type érosif, variété diphtéroïde, chez une négresse","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE01245","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Référence de l'image dans la banque d'images : STLCGE01245. - Nombre d'images dans le lot : 2 . - Sculpture - Moulage . - cire . - [Pereira Guiliaraes 1887]. — Jambe et pied droit de nègre - Collection générale n° 1245, vitrine 102 (Affections diverses)","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE01286","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Erythème pernio, chez un nègre âgé de 38 ans","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE02884","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Pian, chez un nègre","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE02885","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Pian, en voie de guérison, chez un nègre","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE03509","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Chancre lymphogranulomateux pseudo-néoplasique, chez un infirmier de race nègre, âgé de 44 ans (Obs. par Sézary et Bouvrens in Bull. de la Soc. fr. de derm. et de syph., janvier 1939, page 50)","accept"
"/03927/_0012_oai_biusante_parisdescartes_fr_image_STLCGE03509","Race","http://data.europa.eu/c4p/data/t_35_fr","Chancre lymphogranulomateux pseudo-néoplasique, chez un infirmier de race nègre, âgé de 44 ans (Obs. par Sézary et Bouvrens in Bull. de la Soc. fr. de derm. et de syph., janvier 1939, page 50)","accept"
"/08604/1037479000000286103","Boche","http://data.europa.eu/c4p/data/t_8_fr","Tranchées boches","accept"
"/2048001/AP_10204547","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Madama (enfant nègre assis)","accept"
"/2048001/AP_10204548","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Portrait d'un nègre","accept"
"/2048001/AP_10286120","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Tête de nègre","accept"
"/2048001/AP_10286120","Race","http://data.europa.eu/c4p/data/t_35_fr","personne ; race noire ; tête humaine","accept"
"/2048001/AP_10288236","Race","http://data.europa.eu/c4p/data/t_35_fr","personne ; race noire ; chef de tribu ; flèche[insigne] ; sceptre[bâton] ; chapeau ; [inv. n° Mx/591]","accept"
"/2048001/AP_10288236","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Chef nègre","accept"
"/2048001/AP_10351037","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Deux têtes de nègres","accept"
"/2051906/data_euscreenXL_PGM5004982","Boy","http://data.europa.eu/c4p/data/t_9_fr","Boy Gobert","reject"
"/2051914/data_euscreenXL_IL5000070981","Boche","http://data.europa.eu/c4p/data/t_8_fr","Bruno Boche","reject"
"/2059222/data_sounds_http___www_phonobase_org_5828_html","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Colonialiste. Sous titré : 'chanson nègre'","accept"
"/2059222/data_sounds_http___www_phonobase_org_5956_html","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Pochette Parlophone. Colonialiste. Sous titré : 'lamentations d'un nègre venu à Paris'","accept"
"/794/ark__12148_bpt6k1044808","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Mémoire sur le commerce des nègres au Kaire et sur les maladies auxquelles ils sont sujets en y arrivant / par Louis Frank,...","accept"
"/794/ark__12148_bpt6k104517t","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Voyage à la rivière de Sierra-Leone, sur la côte d'Afrique : contenant une relation du commerce, des productions, des coutumes, tant civiles que religieuses, et des moeurs des habitans : écrit durant son séjour dans cette contrée, pendant 1785, 1786 et 1787, avec une lettre sur la traite des nègres ([Reprod.]) / par Jonh [sic] Matthews,... ; trad. de l'anglais par Bellart","accept"
"/794/ark__12148_bpt6k1045275","Nègre","http://data.europa.eu/c4p/data/t_23_fr","De la psychologie du nègre : conférence faite le 14 avril 1891 / par Amédée-H. Simonin","accept"
"/794/ark__12148_bpt6k104874p","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Les nègres de l'Afrique sus-équatoriale : Senégambie, Guinée, Soudan, Haut-Nil / par Abel Hovelacque,...","accept"
"/794/ark__12148_bpt6k104913j","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le pays des nègres et la côte des esclaves / par M. l'abbé Laffitte,...","accept"
"/794/ark__12148_bpt6k1049562","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Renseignements sur l'Afrique centrale et sur une nation d'hommes à queue qui s'y trouveraient : d'après le rapport des nègres du Soudan, esclaves à Bahia / par Francis de Castelnau","accept"
"/794/ark__12148_bpt6k105885p","Race","http://data.europa.eu/c4p/data/t_35_fr","Cham et Japhet, ou De l'émigration des nègres chez les blancs considérée comme moyen providentiel de régénérer la race nègre et de civiliser l'Afrique intérieure / par M. Ausone de Chancel","accept"
"/794/ark__12148_bpt6k105885p","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Cham et Japhet, ou De l'émigration des nègres chez les blancs considérée comme moyen providentiel de régénérer la race nègre et de civiliser l'Afrique intérieure / par M. Ausone de Chancel","accept"
"/794/ark__12148_bpt6k1062730","Nègre","http://data.europa.eu/c4p/data/t_23_fr","La traite des nègres, ou Deux marins au Sénégal / par L. Enduran","accept"
"/794/ark__12148_bpt6k106274c","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Les Youlofi : histoire d'un prêtre et d'un militaire français chez les nègres d'Afrique (6e éd.) / De Préo","accept"
"/794/ark__12148_bpt6k106392m","Nègre","http://data.europa.eu/c4p/data/t_23_fr","La conquête pacifique de l'intérieur africain : nègres, musulmans et chrétiens / par le général Philebert","accept"
"/794/ark__12148_bpt6k1075092","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le voyage d'Italie et du Levant : contenant la description des royaumes, provinces, gouvernemens, villes, bourgs villages, églises, palais, mosquées, édifices anciens et modernes ; vies, moeurs, actions tant des italiens que des turcs, juifs, grecs, arabes, arméniens, mores, nègres, & autres nations qui habitent dans l'Italie, Turquie, Terre Sainte, Egypte et autres lieux de tout le païs du Levant / de messieurs Fermanel,..., Fauvel,..., Baudouin de Launay...[et al.]","accept"
"/794/ark__12148_bpt6k109908g","Nègre","http://data.europa.eu/c4p/data/t_23_fr","De l'intérêt de la France à l'égard de la traite des nègres / par J. C. L. Simonde de Sismondi","accept"
"/794/ark__12148_bpt6k112899z","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Physiologie des étudiants, des grisettes et des bals de Paris / par Satan","accept"
"/794/ark__12148_bpt6k1146796","Boy","http://data.europa.eu/c4p/data/t_9_fr","L'Apocalypse expliquée selon le sens spirituel, où sont révélés les arcanes qui y sont prédits....  VI. Ch. XIV-XVII, nos 848-1089  / ouvrage posthume d'Emmanuel Swedenborg ; traduit du latin par J.-F.-E. Le Boys des Guays","reject"
"/794/ark__12148_bpt6k1164416j","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Les bamboches amoureuses des grisettes de Paris. Histoires, aventures, moeurs et galanteries de ces demoiselles","accept"
"/794/ark__12148_bpt6k1183723z","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Pour les nègres ; lettre à M. le Prince de Bismarck,... [Signé : Dr Robinet.]","accept"
"/794/ark__12148_bpt6k1187108f","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Gustave, ou le Mauvais sujet. Suivi de : Une soirée bourgeoise ; Une partie de plaisir ; Un bal costumé ; Une fête aux environs de Paris ; Un bal de grisettes ; le Signe secret ; les Petites voitures jaunes. Par Paul de Kock. Tome 1","accept"
"/794/ark__12148_bpt6k1187109v","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Gustave, ou le Mauvais sujet. Suivi de : Une soirée bourgeoise ; Une partie de plaisir ; Un bal costumé ; Une fête aux environs de Paris ; Un bal de grisettes ; le Signe secret ; les Petites voitures jaunes. Par Paul de Kock. Tome 2","accept"
"/794/ark__12148_bpt6k131583m","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Lettre à M. J.-C.-L. Sismonde de Sismondi sur les nègres, la civilisation de l'Afrique... par M. Mazères","accept"
"/794/ark__12148_bpt6k135055w","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Collection d'opuscules de médecine-pratique, avec un mémoire sur le commerce des nègres au Kaire, par le Dr Louis Frank,...","accept"
"/794/ark__12148_bpt6k1415348t","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Nouvelles amours et intrigues des marchandes de modes des grisettes et des filles de joie par un praticien","accept"
"/794/ark__12148_bpt6k1417360w","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Amélie, ou la Grisette de province, roman de moeurs, par Émile Rossi (Émile Chevalet). Tome Ier","accept"
"/794/ark__12148_bpt6k15108739","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le More-Lack, ou Essai sur les moyens les plus doux et les plus équitables d'abolir la traite et l'esclavage des nègres d'Afrique, en conservant aux colonies tous les avantages d'une population agricole. [Par Le Cointe-Marsillac.]","accept"
"/794/ark__12148_bpt6k1517637x","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Amours et intrigues des grisettes de Paris, ou Revue des belles, dites de la petite vertu ... Le tout rédigé d'après les renseignements donnés par une grisette sur le retour, et publié par J.-B. Ambs","accept"
"/794/ark__12148_bpt6k1523663f","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Les Offrandes à Priape, ou le Boudoir des grisettes, contes nouveaux et gaillards, ornés de jolies figures en taille-douce","accept"
"/794/ark__12148_bpt6k1524603g","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Comprend : p. III - Observations présentées à la société établie en faveur des nègres, sur la nécessité de donner la plus grande publicité possible à ses travaux, & à tout ce qui pourroit accélérer l'abolition de l'esclavage. (signé ""Porph.... du D... De Mor.... B.... Norm..., ce 20 avril 1788."")","accept"
"/794/ark__12148_bpt6k1524603g","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Tableau précis de la malheureuse condition des nègres dans les colonies d'Amérique , suivi de considérations adressées aux gouvernemens de l'Amérique libre sur l'inconséquence de leur conduite, en tolérant l'esclavage. Traduit de l'anglais.","accept"
"/794/ark__12148_bpt6k210056m","Nègre","http://data.europa.eu/c4p/data/t_23_fr","A l'assaut des pays nègres : journal des missionnaires d'Alger dans l'Afrique équatoriale","accept"
"/794/ark__12148_bpt6k295498","Gouine","http://data.europa.eu/c4p/data/t_47_fr","La gouine / par A.-J. Boyer-d'Agen","accept"
"/794/ark__12148_bpt6k30418549","Nègre","http://data.europa.eu/c4p/data/t_23_fr","L'art nègre et l'art océanien / H. Clouzot et A. Level","accept"
"/794/ark__12148_bpt6k3184110","Négresse","http://data.europa.eu/c4p/data/t_24_fr","La négresse","accept"
"/794/ark__12148_bpt6k324202j","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Code noir ou recueil d' édits, déclarations et arrêts concernant les esclaves nègres de l'Amérique...","accept"
"/794/ark__12148_bpt6k329519v","Boy","http://data.europa.eu/c4p/data/t_9_fr","De l'Allemagne en 1846 et en 1852, par M. Albert Du Boys,...","reject"
"/794/ark__12148_bpt6k3334974s","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Irlande, le pays des nègres roux : témoignage / Michel-D. Perraudeau","accept"
"/794/ark__12148_bpt6k3339004k","Chinetoque","http://data.europa.eu/c4p/data/t_48_fr","La Chinetoque et le gigolo / J. Numed","accept"
"/794/ark__12148_bpt6k33463825","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Soleil nègre : roman / Antonio Jeffry","accept"
"/794/ark__12148_bpt6k3353909f","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Un nègre sur la statue de Lincoln : roman / Vahé Katcha","accept"
"/794/ark__12148_bpt6k33580324","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Provisoires amants des nègres, 1957-1959, poésies / Marcelin Pleynet","accept"
"/794/ark__12148_bpt6k3364336v","Nègre","http://data.europa.eu/c4p/data/t_23_fr","L'Art nègre, sculpture / Pierre Meauzé,...","accept"
"/794/ark__12148_bpt6k3365964j","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le nègre Jupiter enlève Europe : roman / Claire Goll","accept"
"/794/ark__12148_bpt6k33811695","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Ça tire sous le Sahel : satires nègres / Pacéré Titinga","accept"
"/794/ark__12148_bpt6k33813760","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Femme de nègre... / Joseph Médina","accept"
"/794/ark__12148_bpt6k3384030w","Négresse","http://data.europa.eu/c4p/data/t_24_fr","Bananes flambées au sang de négresse : roman / Laurent Farrugia","accept"
"/794/ark__12148_bpt6k34129899","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Musique nègre : considérations, technique, instruments de musique... recueil de 118 airs notés / par Stéphen-Chauvet","accept"
"/794/ark__12148_bpt6k35215c","Boy","http://data.europa.eu/c4p/data/t_9_fr","Album du Vivarais, ou Itinéraire historique et descriptif de cette ancienne province / par M. Albert Du Boys...","reject"
"/794/ark__12148_bpt6k408767w","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Abolition de l'esclavage des nègres dans les colonies françaises","accept"
"/794/ark__12148_bpt6k41708q","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Examen critique des voyages dans l'Amérique septentrionale, de M. le marquis de Chatellux, ou Lettre à M. le marquis de Chatellux, dans laquelle on réfute principalement ses opinions sur les Quakers, sur les nègres, sur le peuple, & sur l'homme ([Reprod.]) / par J. P. Brissot de Warville","accept"
"/794/ark__12148_bpt6k4221448b","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le petit nègre","accept"
"/794/ark__12148_bpt6k4226057g","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Répertoire dramatique des auteurs contemporains. I, 6, La Grisette et l'héritière : comédie en 2 actes, mêlée de chant / par MM. Ancelot et Paul Duport","accept"
"/794/ark__12148_bpt6k447956","Nègre","http://data.europa.eu/c4p/data/t_23_fr","La cause des esclaves nègres et des habitans de la Guinée, portée au tribunal de la justice, de la religion, de la politique, ou Histoire de la traite & de l'esclavage des nègres... ([Reprod.]) / par M. Frossard,...","accept"
"/794/ark__12148_bpt6k44823m","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Considérations sur les rapports qui doivent exister entre les colonies et les métropoles, et particulièrement sur l'état actuel du commerce français dans les Antilles... : sur les avantages qui résulteront... de l'établissement d'un commerce libre... sur l'administration intérieure convenable aux colonies françaises... sur le danger d'affranchir les nègres dans ce moment... ([Reprod.]) / par M. Cassan","accept"
"/794/ark__12148_bpt6k448406","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Le généalogiste américain ou La revanche du pamflet [sic] ayant pour titre ""réclamations des nègres libres colons amériquains [sic]"" ([Reprod.])","accept"
"/794/ark__12148_bpt6k448526","Nègre","http://data.europa.eu/c4p/data/t_23_fr","Lettre aux citoyens de couleur et nègres libres de Saint-Domingue, et autres isles françoises de l'Amérique ([Reprod.]) / par M. Grégoire,...","accept"
"/794/ark__12148_bpt6k46495v","Grisette","http://data.europa.eu/c4p/data/t_80_fr","Le fouet donné aux soeurs grisettes par la sainte colère du peuple : le 7 avril 1791, pour avoir enseigné de faux principes aux enfans des écoles de charité ([Reprod.])","reject"
