"source","term_literal","term_uri","text","validation_outcome"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_12707","Non","http://data.europa.eu/c4p/data/t_104_nl","Figuurtegel, staande non, hoekmotief ossenkop","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_16733","Lappen","http://data.europa.eu/c4p/data/t_82_nl","Tegel van schoorsteenpilaster, blauw op wit, hals van man of vrouw met daarlangs geplooide lap","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_20166","Gekleurd","http://data.europa.eu/c4p/data/t_49_nl","Onvoltooide merklap gewerkt in kruissteek in gekleurd zijde op wit katoen met mattingbinding, gemerkt ""AVV""","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_20198","Lappen","http://data.europa.eu/c4p/data/t_82_nl","Lap van een grof wit katoenen stramien in mattingbinding met links een zelfkant en langs de andere zijde een zoom van 0,7 cm. Ingeweven bies in bruin en roze langs alle zijden. Op de lap is geborduurd in kruissteek, stersteek en kastjessteek in...","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_20987","Lappen","http://data.europa.eu/c4p/data/t_82_nl","halffabrikaat, lap, rok, vrouwenkleding, kleding, kostuum","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_25131","Wit","http://data.europa.eu/c4p/data/t_157_nl","Onderlijfje van wit katoen, getailleerd met korte mouw en vierkante hals, klokkende schoot, afgezet met broderie anglaise","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_3396","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Zwart gemoffelde ronde metalen penningplaat van prins van Oranje, koning Willem II","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_35955_7_8","Indiaan","http://data.europa.eu/c4p/data/t_63_nl","Tinnen figuren in de vorm van 'indianen'","accept"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_36918_20","Blank","http://data.europa.eu/c4p/data/t_19_nl","Ovaal wegwerp-bord van servies, van blanke palmbladeren","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_44276","Wit","http://data.europa.eu/c4p/data/t_157_nl","Klein rond blik met op deksel beeldmerk Tana in de vorm van een zwarte haan. Blik gebroken wit.","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_45385","Stam","http://data.europa.eu/c4p/data/t_140_nl","familiewapen, wapen, wapenschild, boom, bok, voorpoot, stam, jachthoorn, hoorn, pijl, aardbei, klaverblad, helmteken","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_46142_1","Stam","http://data.europa.eu/c4p/data/t_140_nl","Fragmenten van deel van voet, van stam en van deel van kelk van kelkglas","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_5526_I","Stam","http://data.europa.eu/c4p/data/t_140_nl","mangaan, tegel, stam, boom, flora, blad, druif, tros, vrucht, fruit, vogel, dier, vlinder, insect","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_62386_A_B","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Rond, vlakke bodem, enigszins bolle wand. Ronde rand loopt uit in twee grepen, bovenzijde geeft hierdoor ellipsvormige aanblik. Rond deksel, zwarte greep in midden. Typenaam: Confetti tafelemaille. Zwart met groepjes van drie stippen: twee rode, Ã©Ã©n gele....","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_66404","Blank","http://data.europa.eu/c4p/data/t_19_nl","Houten modelboot met elektrische motor en werkend roer, slanke roomwitte boot met groene onderkant, deksel en bankje blank gelakt hout, op voorkant ""Electra""","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_67076","Wit","http://data.europa.eu/c4p/data/t_157_nl","Pot op smalle, ingesnoerde voet, uitstaande rand. Roze/gele scherf, geheel, behalve onderzijde, wit geglazuurd. Tinglazuur. Faience.","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_71165","Blank","http://data.europa.eu/c4p/data/t_19_nl","Bril met bijna ronde glazen, aan de bovenzijde iets afgeplat. Het montuur is bekleed met kunststof, met een schildpad-achtige patroon. De zadelbrug is van blank metaal. Ovale crÃ¨mekleurige paarlemoer-achtige neussteuntjes. De veren zitten met blank...","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_7352_6_B","Wit","http://data.europa.eu/c4p/data/t_157_nl","A: komvormig, verticaal geribbelde wand, op standring. B: rond schoteltje, geribbelde buitenrand, op standring. Binnenin A en bovenzijde B: bloesemtak, rots. Kleuren: roze, groen, wit en oranje op wit fond, bovenglazuur. Buitenwand A en onderzijde B:...","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_75733_A_B","Illegalen","http://data.europa.eu/c4p/data/t_61_nl","De illegalen, portret van een groep mannen","accept"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_762_10","Bruin","http://data.europa.eu/c4p/data/t_23_nl","Veelkleurig: blauwe trek; groen, geel, bruin, blauw op wit fond. Ornament, diagonaaldecor. Een niervormig groen en bruine florale vorm. Hoekmotief: kwartrozet en spaartechniek.","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_80810","Stam","http://data.europa.eu/c4p/data/t_140_nl","Beker in helder kleurloos glas. Weggeslepen pontilmerk onder licht opgaande platte voet. Zeer korte massieve stam met scherpe knoop. Aan onderzijde afgevlakte licht verwijde cilindrische kelk met geslepen rand. Aan kelk radgravering: omgeven door vier...","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_83345_B","Bruin","http://data.europa.eu/c4p/data/t_23_nl","Open gesneden, bruin, papieren pak VAN NELLE'S ROODMERK KOFFIE, bonen, met een rood, blauw en zwart label, 250 gram","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_87724","Indisch","http://data.europa.eu/c4p/data/t_64_nl","Drukplaat Van NelleÂ´s Tembaco Shag No. 1, met Indische man","accept"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_88736_1_2","Wit","http://data.europa.eu/c4p/data/t_157_nl","Twee reclameborden. Tekst in rode en groene belettering, gedrukt alsof het handmatig geschilderd is. Groen, wit ongelijk parallellogram in het midden. Enkelzijdig. Rond gat voor ophanging. Links een getekende theelepel, zwart/wit met wapenschild.","reject"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_90092_1_2","Indisch","http://data.europa.eu/c4p/data/t_64_nl","Twee glasdiaÂ´s in zwart/wit met reclame voor Van Nelle, gemaakt voor de markt in voormalig Nederlands-IndiÃ« (het huidige IndonesiÃ«). De reclame toont een fotografische afbeelding van een Indische jongen tegen een achtergrond van bomen of planten. Hij...","accept"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_90988_4","Eskimo","http://data.europa.eu/c4p/data/t_36_nl","Beker van Van Nelle met afbeelding verwijzend naar 'Piggelmee bij de Eskimo's', deel van vier mokken ""Piggelmee"" in originele doos","accept"
"/2021609/resource_document_museum_rotterdam_http_museumrotterdam_nl_collectie_item_91004","Verzamelen","http://data.europa.eu/c4p/data/t_155_nl","Blauwe krat gebruikt voor verzamelen voedselpakket","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_BB_004","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Een stalknecht roskamt een schimmel en een andere knecht voedert een zwart paard.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_BB_026","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Jonge vrouw in lang zwart gewaad staand voor een grafmonument met gebroken zuil in een bos. Rechts van haar staat een stoel voor het graf.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_BB_045","Wit","http://data.europa.eu/c4p/data/t_157_nl","Fruitstilleven op marmeren tafelblad met een tros witte druiven, een perzik, een tomaat en een bloem; onvoltooid.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_B_080","Verzamelen","http://data.europa.eu/c4p/data/t_155_nl","Israelieten verzamelen water uit de rots","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_B_3304","Zwart","http://data.europa.eu/c4p/data/t_160_nl","figuurstudie van een zwarte man (Adolphe Boutard)","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_B_3304","Zwart","http://data.europa.eu/c4p/data/t_160_nl","recto: Studie van een staande zwarte man, kniestuk","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_B_3339","Wit","http://data.europa.eu/c4p/data/t_157_nl","Wit paard","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_C_014","Bejaarde","http://data.europa.eu/c4p/data/t_13_nl","Borstbeeld van bejaarde man","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_C_025","Bejaarde","http://data.europa.eu/c4p/data/t_13_nl","Bejaarde man, de mantel over het hoofd geslagen","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_005","Derde leeftijd","http://data.europa.eu/c4p/data/t_28_nl","Drie leeftijden","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_006","Invalide","http://data.europa.eu/c4p/data/t_68_nl","Invaliden der zee","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_024","Westers","http://data.europa.eu/c4p/data/t_156_nl","Rotswand in felle zon met enkele openingen, voor de graven staan een westers geklede man en vrouw met parasols, naast hen een Egyptische gids en een jongetje, rechts drie ezels en twee ezeldrijvers. Links op de rotsen twee honden.","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_030g","Stam","http://data.europa.eu/c4p/data/t_140_nl","Boomkruin vol in blad, onderaan een stukje stam zichtbaar","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038c","Wit","http://data.europa.eu/c4p/data/t_157_nl","Zittende vrouw met witte muts en meisje op klompen, samen met een streng wol","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038c","Wit","http://data.europa.eu/c4p/data/t_157_nl","Zittende vrouw met witte muts en meisje op klompen","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038f","Bruin","http://data.europa.eu/c4p/data/t_23_nl","Bruine kan met bloemen","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038g","Wit","http://data.europa.eu/c4p/data/t_157_nl","Breiende vrouw met wit kapje op stoel bij het raam","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038j","Bruin","http://data.europa.eu/c4p/data/t_23_nl","Oost-Indische kers met een rode bloem in een blauw / grijs vaasje op een bruine ondergrond.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038l","Wit","http://data.europa.eu/c4p/data/t_157_nl","Zittende biddende vrouw met witte muts en oranje omslagdoek bij een tafel waarop een bord.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038n","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Zittende man met oranje jasje, zwarte muts en tas tussen zijn benen.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038o","Tropisch","http://data.europa.eu/c4p/data/t_151_nl","Blonde naakte vrouw zittend bij een water met lelies, op achtergrond tropische planten.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_038p","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Zittende man in zwarte jas met hoge hoed en rechterarm leunend op tafel.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_DD_044","Wit","http://data.europa.eu/c4p/data/t_157_nl","Drassig landschap met een meer en verscheidene witte vogels (Een ven bij Gieten)","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_001","Wit","http://data.europa.eu/c4p/data/t_157_nl","Landschap met boer die met een door een wit paard getrokken ploeg het land bewerkt.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_004","Wit","http://data.europa.eu/c4p/data/t_157_nl","Heuvellandschap met links een witte boerderij met rood dak en koeien, rechst een brede sloot en een bruggetje.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_013","Wit","http://data.europa.eu/c4p/data/t_157_nl","Twee woerden en een witte eend met jongen op een grasveldje met wat lage struiken aan een slootje.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_016","Wit","http://data.europa.eu/c4p/data/t_157_nl","Een op een stoel en naast een tafel zittende vrouw ''en profil'' die haakt, wit hoofddeksel","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_021","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Twee jonge vrouwen met klompen en zwarte kapjes die spinnen bij een open raam.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_EE_038","Wit","http://data.europa.eu/c4p/data/t_157_nl","Jonge vrouw in witte jurk aan een waterplas in het groen","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_F_023","Redden","http://data.europa.eu/c4p/data/t_127_nl","Mozes uit de Nijl gered","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_F_036","Ontdekken","http://data.europa.eu/c4p/data/t_107_nl","Bacchus ontdekt de slapende Ariadne","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_I_031","Redden","http://data.europa.eu/c4p/data/t_127_nl","Arend redt het leven van Gilgamus van Babylon","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_I_037","Bejaarde","http://data.europa.eu/c4p/data/t_13_nl","Kop van bejaarde vrouw, in profiel naar links","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_I_044","Bediende","http://data.europa.eu/c4p/data/t_12_nl","Draperiestudies voor een vorst en een bediende","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KF_1966_003","Wit","http://data.europa.eu/c4p/data/t_157_nl","Een witte hengst naar rechts met verzorger.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KF_2015_001","Wit","http://data.europa.eu/c4p/data/t_157_nl","Staande dienstbode en profil naar links, kniestuk. Zij draagt op het hoofd een mutsje, een wit schort en in haar linkerhand houdt zij een lege mand.","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_00697","Non","http://data.europa.eu/c4p/data/t_104_nl","Dodendans: de non","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_00986","Zwart","http://data.europa.eu/c4p/data/t_160_nl","Kop van een zwarte jongen","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_01246","Redden","http://data.europa.eu/c4p/data/t_127_nl","Boekillustratie: Schipbreukeling gered door heilige","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_01576","Invalide","http://data.europa.eu/c4p/data/t_68_nl","Invalide bij een pomp","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_01994","Magie","http://data.europa.eu/c4p/data/t_85_nl","St. Jacobus en de zwarte magie","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_01994","Zwart","http://data.europa.eu/c4p/data/t_160_nl","St. Jacobus en de zwarte magie","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_02007","Ontdekken","http://data.europa.eu/c4p/data/t_107_nl","Ontdekken, opgraven en ophangen lijk Slatius","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_02359","Magiër","http://data.europa.eu/c4p/data/t_86_nl","Demogorgon in de grot van de eeuwigheid (magiër)","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_02921","Wit","http://data.europa.eu/c4p/data/t_157_nl","De witte koe","reject"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_03351","Ketter","http://data.europa.eu/c4p/data/t_76_nl","Ketter: Adam pastor van Dorphen","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_03352","Ketter","http://data.europa.eu/c4p/data/t_76_nl","Ketter: Faust","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_03353","Ketter","http://data.europa.eu/c4p/data/t_76_nl","Ketter: Michael Servetus Hispanus de Aragonia","accept"
"/2021618/resource_document_teylers_kunstverzamelingen_KG_03354","Ketter","http://data.europa.eu/c4p/data/t_76_nl","Ketter: broeder Cornelis, prediker te Brugge","accept"
