"source","term_literal","term_uri","text","validation_outcome"
"/08622/IWM_1080b","Indian","http://data.europa.eu/c4p/data/t_122_en","The column of horsemen crosses the drift towards the camera. One officer has his Indian servant riding beside him. The horses are noticeably in poor physical condition. The men are carrying rifles, rather than carbines, slung on the offside of the man.","accept"
"/08622/IWM_1210","First World","http://data.europa.eu/c4p/data/t_90_en","First World War, Armistice & (?) 19/7/1919","reject"
"/08622/NTB_342_2","Invalid","http://data.europa.eu/c4p/data/t_128_en","I. French cavalry passes through a town in the rain - the column attracts the attention of a small dog drinking from a roadside puddle. LS of cavalry drawn up in a grassy field - a detachment gallops past the camera, preceded by buglers and accompanied by two enthusiastic dogs, one of them the drinker seen earlier.II. 'AN INFERNO OF FLAME. Most spectacular fire of recent years wipes out the town of Redding on the Pacific Coast.' LS of the Redding Hotel and nearby offices well ablaze in a strong wind. Hoses are being played on the building, but with little apparent effect. The building starts to collapse.III. 'KING AND QUEEN AT READING. Their Majesties inspect Sutton's war seeds and Huntley and Palmer's war biscuits.' The royal couple are shown through a long room where women are packing army ration biscuits. They stop as their escort picks up a biscuit for the King's closer attention. Cut to the seed room of Sutton's Royal Seed Establishment where women are packing paper bags. The King examines the seeds. 'KING AND A HERO'S CHILD. His Majesty shakes hands with little Master Beasley after presenting his Mother with his fallen father's medal.' The King and Queen walk through Reading Hospital grounds past nurses and convalescent soldiers. Watched by an audience of soldiers, they talk with a (just honoured ?) soldier in a wicker invalid chair - a photographer has set up his camera among the audience. King awards DCM and Military Medal to Sergeant W Dykes of the Royal Scots Greys who has lost his right arm. The widow of Second Lieutenant A W Beasley, Royal Berkshire Regiment, comes up with her small son to receive her late husband's Military Medal. The King shakes hands with the boy, who salutes him smartly - this amuses the King, who shakes his hand again, to be rewarded with another salute. The Beasleys turn to leave and are directed towards the Queen, who seems sufficiently thawed by the boy's charm to shake his hand.IV. 'THE CHINAMAN'S NEW YEAR. Quaint frolics of the Chinese Labour Battalion on the Western Front.' A modest Chinese New Year procession passes through a French village, watched by Chinese and British troops - the floats are stylised boats. The crowd follows on after the procession has passed. Four Chinamen caper about on stilts before onlookers.","accept"
"/188/item_IWYGKIVVRHIBARV3RP2F2MONBZQE3OSQ","Berber","http://data.europa.eu/c4p/data/t_19_en","","accept"
"/2021672/resource_document_mauritshuis_429","Servant","http://data.europa.eu/c4p/data/t_193_en","Mary Stuart, dochter van de Engelse koning, was de echtgenote van de Hollandse stadhouder Willem II van Oranje-Nassau. Ze overleed toen ze nog maar 29 jaar oud was. Dit portret werd een paar jaar later gemaakt door Hanneman, indertijd de belangrijkste portretschilder van Den Haag.  Mary is verkleed als ‘Amerikaanse’ of ‘Indiaanse’, klaar voor een gekostumeerd bal. Ze draagt een verenmantel en een tulband met struisveren. De zwarte bediende naast haar maakt het geheel nóg exotischer.<br/>---<br>Mary Stuart, daughter of the king of England, was the wife of the Dutch stadholder Willem II of Orange-Nassau. She died at the age of just 29. This portrait was painted a couple of years later by Hanneman, who was the most important portrait painter of The Hague at the time. Mary is dressed up as an ‘American’ or ‘Indian’, ready to go to a fancy dress ball. She is wearing a cloak of feathers and an ostrich feather turban. The whole picture is made more even more exotic by the black servant beside her.","accept"
"/2021672/resource_document_mauritshuis_685","Exotic","http://data.europa.eu/c4p/data/t_84_en","In de 17de eeuw werden Afrikaanse mannen – toen moren genoemd – nauwelijks afgebeeld. En als dat wel gebeurde, dan was dat vooral als bedienden op portretten. Maar Rembrandt schilderde ze als zelfstandig onderwerp. Rembrandt schilderde de mannen in heel dunne lagen verf. Hun hoofden werkte hij gedetailleerd uit, net als de witte omslagdoek, maar veel andere delen duidde hij schetsmatig aan. Waarschijnlijk was Rembrandt vooral geïnteresseerd in de exotische koppen en hoe hij die met een heel beperkt palet kon weergeven.<br/>---<br>In the seventeenth century, African men – then known as Moors – were rarely depicted. And if they were, it was usually as servants in portraits. But Rembrandt painted them as subjects in their own right. Rembrandt painted the men in very thin layers of paint. Although he depicted their heads, like the white shawl, in great detail, many other parts are only sketchily painted. Presumably, Rembrandt’s main interest was in the exotic heads and how he could represent them with a very limited palette.","accept"
"/2021672/resource_document_mauritshuis_685","Moor","http://data.europa.eu/c4p/data/t_157_en","In de 17de eeuw werden Afrikaanse mannen – toen moren genoemd – nauwelijks afgebeeld. En als dat wel gebeurde, dan was dat vooral als bedienden op portretten. Maar Rembrandt schilderde ze als zelfstandig onderwerp. Rembrandt schilderde de mannen in heel dunne lagen verf. Hun hoofden werkte hij gedetailleerd uit, net als de witte omslagdoek, maar veel andere delen duidde hij schetsmatig aan. Waarschijnlijk was Rembrandt vooral geïnteresseerd in de exotische koppen en hoe hij die met een heel beperkt palet kon weergeven.<br/>---<br>In the seventeenth century, African men – then known as Moors – were rarely depicted. And if they were, it was usually as servants in portraits. But Rembrandt painted them as subjects in their own right. Rembrandt painted the men in very thin layers of paint. Although he depicted their heads, like the white shawl, in great detail, many other parts are only sketchily painted. Presumably, Rembrandt’s main interest was in the exotic heads and how he could represent them with a very limited palette.","accept"
"/2048001/AP_10085863","Western","http://data.europa.eu/c4p/data/t_214_en","Antwerp, Cathedral of Our Lady","reject"
"/2048087/ProvidedCHO_Battersea_Arts_Centre_http___www_bacarchive_org_uk_items_show_285","Minority","http://data.europa.eu/c4p/data/t_146_en","The National Minority Movement was a British organisation, established in 1924 by the Communist Party of Great Britain, which attempted to organise a radical presence within the existing trade unions. The organization was headed by longtime unionist Tom Mann and future General Secretary of the CPGB Harry Pollitt. The National Minority Movement (NMM) was established at a convention held August 23–24, 1924, attended by 271 delegates, claiming to represent 200,000 workers. By the time of the NMM's formation in 1924, the Comintern had abandoned strategies based on the prospect of an imminent world revolution in favour of slow, gradual working within established institutions, including ""pure and simple"" reformist trade unions. The aim of the National Minority Movement was to convert the revolutionary minority of the working class into a majority. The NMM would organise workers who were dissatisfied with the existing unions but not willing to join the Communist Party, as well as those who were already CP members. In this way the Communists would increase their influence in amongst workers without splitting the existing organisations.","reject"
"/2048087/ProvidedCHO_Bolton_Council_1993_83_18_28","Tribe","http://data.europa.eu/c4p/data/t_208_en","St Chad's Church during construction, Longworth St, Bolton. The building is still in use as a church today (2012).
The Mass Observation Archive holds several accounts of the foundation stone laying ceremony for St Chad’s. This was a ritual which fascinated Tom Harrisson, leader of the early Worktown Study. He saw a parallel with the ceremonies which he had observed whilst living with cannibal tribes in the New Hebrides.","accept"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_CORN_4625E0","Oriental","http://data.europa.eu/c4p/data/t_168_en","Incomplete cast copper alloy plaque or mount, oval in plan, but missing one edge, and flat in profile, depicting a figure sitting on a sleigh holding a sack behind him in his left hand and a rein in his right hand which is attached to a reindeer. With a western eye, this looks to be a Santa Claus figure, but his dress does look like that of an oriental warrior, so this may be an eastern version of the tale.Similar (in style) mythical figures can be seen depicted on other metalwork, for example on a quillon-dagger haft illustrated in Read (1988) on page 196, No.1382, which is dated to the 19th century.","accept"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_DUR_0D55B3","Slave","http://data.europa.eu/c4p/data/t_198_en","A lead figurine dating to the post medieval period, either the 18th or 19th century.The figurine is slightly bent forward and appears to be wearing shorts. The head is missing and the arms are missing just below the shoulders. Part of the legs are still present but there are broken from just above the knees.The stance of the figure and the shorts suggest it may be intended to represent a boxer such as Tom Molineux who became famous in the early 1800s. As a slave he won his freedom by winning a fight before travelling to England. There are similar objects recorded on the PAS database including NLM-249AF4 and LVPL-8B5455.","accept"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_IOW_5E8C03","Minority","http://data.europa.eu/c4p/data/t_146_en","An incomplete cast in one piece copper alloy cruciform brooch of Early-Medieval (Anglo-Saxon) date. Aberg Group 1 (c. 450-c. 500). Parts of the pin-lug, the foot and the catch-plate are missing due to old breaks. The head-plate is sub-square in plan (10.0 x 14.6mm). It is slightly convex at the front and slightly concave at the rear. A circular top-knob is divided from the head-plate by a lateral collar. Both the top knob and the collar are flat at the rear. Originally, it had side knobs but these were attached onto the ends of an iron wire chord that was passed through the centre of the coiled spring to hold it in place. The bow (27.1 x 9.0 x 5.6mm) is convex at the front and deeply concave at the rear. At the top, the width of the bow is 8.1mm and expands in width towards the centre slightly and then narrows towards the foot where its width is 5.9mm. At each corner of the bow there is a small facet. Only a small portion of the foot and catch-plate survives and the catch-plate is off-set to one side and is almost flush with one of sides of the foot. A single pin lug at the rear of the head plate is centrally situated. The undecorated brooch has a mid-brown pitted patina overall and the pitting is particularly noticeable at the front of the bow. There is no evidence for melting or burning. 57.6 x 14.6mm. Weight: 9.62g. MacGregor and Bolick have commented on cruciform brooches: ‘…only a minority of cruciform brooches have been found in pairs: they were, it seems, commonly worn singly on the breast, sometimes in association with a pair of brooches of different design at the shoulders. Whether their occurrence in this position is to be interpreted as purely decorative, or whether they may have secured an over garment such as a cloak, remains unresolved. Where the context is known, they are almost invariably found in female graves. Three principal divisions may be recognised in the brooch: the head-plate, the arched bow, and the foot. The cruciform outline is completed by a pair of lateral wings which emerge from the head-plate, the form being accentuated by the presence of three knobs, one at the top of the head-plate and one at the extremity of either wing; these in turn may each have decorative extensions projecting from them. On some early brooches these lateral extensions of the head-plate are functional in that they carry the pin axis, but on most examples they are purely decorative. Variations occur on all these elements, some of which evidently have chronological implications, while in other instances indications of a linear progression seem to defy detection. The relative importance ascribed to the head plate and wings is striking in variety. In the earliest forms, which remain rare in England, the wings may be absent altogether…’ (MacGregor and Bolick 1993, 95).","reject"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_NLM_025CDF","Exotic","http://data.europa.eu/c4p/data/t_84_en","Copper alloy pendant. Triangular object of stamped sheet metal with an apical suspension loop. The object has the form of a possibly equilateral triangle and bears deliberately mysterious symbols on both sides . On one side, from left to right, there are: a small cross over a curl; a larger T intersecting the top of a number 9; and a figure resembling a reversed N with a single prominent serif to top left and a subsidiary dash below it. On the other side are two groups of characters, possibly of a Semitic alphabet, separated by vertical bars. Over this appears an oval, possibly an eye enclosed in the upper part of a pyramid. This latter feature may suggest a Masonic connection for the object, though Masonic symbols might be appropriated outside the Order; there was a particular vogue for both exotic and domestic mysticism at the turn of the 19th and 20th centuries. The top loop is bent over. Suggested date: Post-Medieval, 1850-1900.Height (as found): 13.4mm, Width: 19mm, Thickness: 0.5mm, Weight: 0.53gms.","accept"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_NLM_07EE11","Chinaman","http://data.europa.eu/c4p/data/t_39_en","Copper alloy Brooch. Cast concavo-convex brooch in the form of a reclining Chinaman with a long divided beard or moustache, with one hand resting on his knee. He wears a hat resembling a hussar's colpack with hanging bag to one side; a loose fitting tunic decorated with a repeated hexagonal motif, and baggy trousers. A pair of indeterminate features lie beyond his foot - possibly these include the other foot, while his elbow rests on a recumbent antlered deer. There are traces of gilding on the Chinaman, but not on the deer. There is a cylindrical object related to fastening brazed to the back, and projecting only slightly from this deeply recessed setting. Suggested date: Post-Medieval to Modern, 1870-1900.Length: 32mm, Height: 17.3mm, Thickness: 1.8mm, Weight: 6.15gms.","accept"
"/2048087/ProvidedCHO_British_Museum_and_The_Portable_Antiquities_Scheme_NLM_B680F5","Minority","http://data.europa.eu/c4p/data/t_146_en","LeadShot. Castshot with mould line; the lightly facetted appearance may suggest this to be part of a charge of grapeshot. The weight, about one imperial ounce, would qualify this as a musket ball - which is the case with only a minority of such finds. Suggested date: Post-Medieval, 1600-1800.Diameter: 17.3mm, Weight: 27.7gms.","reject"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_123938","Minority","http://data.europa.eu/c4p/data/t_146_en","1 jiao note, brown and yellow on white, two men in minorities dress, inscribed 1 yi jiao. Inscribed ‘Zhongguo Renmin Yinhang’","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197509","Aboriginal","http://data.europa.eu/c4p/data/t_2_en","No 2 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads: 'The aboriginal inhabitants of Australia-commonly but inaccurately termed black-fellows, for they are dark chocolate in colour- number to-day about 60,000.  Wandering tribes with no knowledge of pottery, metal-work or agriculture, and feeding upon kangaroos, emus, snakes, lizards, grubs, birds, shell-fish and vegetable food- they may be described as Stone Age men living in the 20th century! They are extremely highly-skilled huntsmen, extremely dexterous in the use of spear, club, shield and boomerang, the remarkable hunting and fighting weapon invented by the Australian natives themselves.''","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197509","Native","http://data.europa.eu/c4p/data/t_164_en","No 2 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads: 'The aboriginal inhabitants of Australia-commonly but inaccurately termed black-fellows, for they are dark chocolate in colour- number to-day about 60,000.  Wandering tribes with no knowledge of pottery, metal-work or agriculture, and feeding upon kangaroos, emus, snakes, lizards, grubs, birds, shell-fish and vegetable food- they may be described as Stone Age men living in the 20th century! They are extremely highly-skilled huntsmen, extremely dexterous in the use of spear, club, shield and boomerang, the remarkable hunting and fighting weapon invented by the Australian natives themselves.''","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197523","Tribe","http://data.europa.eu/c4p/data/t_208_en","No 16 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads: 'The N. Zealand Maoris (a Polynesian word meaning native) were not the aboriginal inhabitants of those islands, but probably came in the first place from Samoa.  They are a tall, well built race long celebrated for their elaborate tattooing and their intricate wood-carving.  In the old days tribal wars were incessant.  Every Maori was a soldier, and fighting formed the chief occupation and joy of his life.  Their weapons were spears of wood and tomahawks and clubs of stone.  To-day the Maoris, who number about 55,000, are peaceable and law-abiding, and cordially liked by their white fellow-countrymen.'","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197523","Aboriginal","http://data.europa.eu/c4p/data/t_2_en","No 16 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads: 'The N. Zealand Maoris (a Polynesian word meaning native) were not the aboriginal inhabitants of those islands, but probably came in the first place from Samoa.  They are a tall, well built race long celebrated for their elaborate tattooing and their intricate wood-carving.  In the old days tribal wars were incessant.  Every Maori was a soldier, and fighting formed the chief occupation and joy of his life.  Their weapons were spears of wood and tomahawks and clubs of stone.  To-day the Maoris, who number about 55,000, are peaceable and law-abiding, and cordially liked by their white fellow-countrymen.'","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197523","Race","http://data.europa.eu/c4p/data/t_185_en","No 16 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads: 'The N. Zealand Maoris (a Polynesian word meaning native) were not the aboriginal inhabitants of those islands, but probably came in the first place from Samoa.  They are a tall, well built race long celebrated for their elaborate tattooing and their intricate wood-carving.  In the old days tribal wars were incessant.  Every Maori was a soldier, and fighting formed the chief occupation and joy of his life.  Their weapons were spears of wood and tomahawks and clubs of stone.  To-day the Maoris, who number about 55,000, are peaceable and law-abiding, and cordially liked by their white fellow-countrymen.'","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197526","Aboriginal","http://data.europa.eu/c4p/data/t_2_en","No 19 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads:The aboriginal inhabitants of America were termed Indians by Columbus, who was under the impression that the islands he had discovered were part of India.  Some 170 tribes of N. American Indians have been identified, but several of these have been wiped out and others much reduced by disease and tribal wars.  Under more favourable conditions, however, some of the tribes are now steadily increasing, and the best of the Indians compare favourably in wealth and industry with their white fellow-citizens.  In 1921, there were over 110,000 Indians living in the Dominion of Canada.","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197526","Discover","http://data.europa.eu/c4p/data/t_72_en","No 19 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads:The aboriginal inhabitants of America were termed Indians by Columbus, who was under the impression that the islands he had discovered were part of India.  Some 170 tribes of N. American Indians have been identified, but several of these have been wiped out and others much reduced by disease and tribal wars.  Under more favourable conditions, however, some of the tribes are now steadily increasing, and the best of the Indians compare favourably in wealth and industry with their white fellow-citizens.  In 1921, there were over 110,000 Indians living in the Dominion of Canada.","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_197529","Race","http://data.europa.eu/c4p/data/t_185_en","No 22 in a set of 25 cigarette cards entitled 'Picturesque People of the Empire' issued by Ogden's branch of the Imperial Tobacco Co. Ltd. Text on reverse reads:'The Somaliland Protectorate is a triangular territory about 68,000 square miles in extent, south of the Gulf of Aden.  The Somali people are a race of magnificent physique, tall and active, varying in colour from brown to black.  Boys and young men wear their curly or woolly hair in a huge mop, while old men shave their heads.  They are a fighting race carrying, as a rule, spears, shields and short swords; and guns when they can get them.  In some tribes warriors by killing a man earn the right to wear an ostrich-feather in their hair. '","accept"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_87811","Gorilla","http://data.europa.eu/c4p/data/t_95_en","Western Lowland Gorilla (Gorilla gorilla)","reject"
"/2048087/ProvidedCHO_Horniman_Museum_and_Gardens_http___collections_horniman_ac_uk_objects_87811","Western","http://data.europa.eu/c4p/data/t_214_en","Western Lowland Gorilla (Gorilla gorilla)","reject"
"/2048087/ProvidedCHO_Jersey_Heritage_JERSM_1990_01094","Native","http://data.europa.eu/c4p/data/t_164_en","Brown and violet note with David Livinstone on the obverse and 3 native slaves and person on camel on reverse","accept"
"/2048087/ProvidedCHO_Wakefield_Council_WAKGM___2001_325","Moor","http://data.europa.eu/c4p/data/t_157_en","Mooring a boat at Ferrybridge floodlock. Photograph courtesy of the Pontefract and Castleford Express.","reject"
"/2048208/europeana_fashion_c_pca_68213","Race","http://data.europa.eu/c4p/data/t_185_en","Folk song, costume and race: Images and old songs of German peasants","accept"
"/2048210/europeana_fashion_1990_18_0024","Native","http://data.europa.eu/c4p/data/t_164_en","Native American Indian doll","accept"
"/2048210/europeana_fashion_2001_16_0083","Costume","http://data.europa.eu/c4p/data/t_53_en","B/W studio photo of Ioanna Papantoniou  with a gypsy carnival costume.","accept"
"/2048214/europeana_fashion_14152","Costume","http://data.europa.eu/c4p/data/t_53_en","Portrait of Lujka Vlajic in gipsy`a costume","accept"
"/2048221/europeana_fashion_218699","Indian","http://data.europa.eu/c4p/data/t_122_en","Man of Indian descent","accept"
"/2048221/europeana_fashion_AA_29278","Costume","http://data.europa.eu/c4p/data/t_53_en","Staphorster small.","reject"
"/2048221/europeana_fashion_t0011067_010","Costume","http://data.europa.eu/c4p/data/t_53_en","Costume design for Alwin Leend as one of the seven negroes in The life and works of Leopold II","reject"
"/2048221/europeana_fashion_t00S80121_000","Voodoo","http://data.europa.eu/c4p/data/t_212_en","Costume design for Voodoo dancers in the song Hundred degrees in the shade from Proficiat","accept"
"/2064107/Museu_ProvidedCHO_Nottingham_City_Museums_and_Galleries_BLDIDFA001102","Costume","http://data.europa.eu/c4p/data/t_53_en","Interior view of the Crystal Palace showing the United States' displays. A large sculpture at right, behind this a display of Native American Indian costumes. Some clocks can also be seen to the right. Impression 'NCAM' in circle at lower left.","accept"
"/2064107/Museu_ProvidedCHO_Nottingham_City_Museums_and_Galleries_BLDIDFA001102","Native","http://data.europa.eu/c4p/data/t_164_en","Interior view of the Crystal Palace showing the United States' displays. A large sculpture at right, behind this a display of Native American Indian costumes. Some clocks can also be seen to the right. Impression 'NCAM' in circle at lower left.","accept"
"/2064109/Museu_ProvidedCHO_Spielzeugmuseum_der_Stadt_N_rnberg__Museum_Lydia_Bayer__59817__Datensatz_","Dark-skinned","http://data.europa.eu/c4p/data/t_68_en","1 military band consisting of 33 human figures, such as drummers, transverse flutists, oboe and trombone blades, conductor and dark-skinned, which carries umbrella.","accept"
