"source","term_literal","term_uri","text","validation_outcome"
"/2064109/Museu_ProvidedCHO_Spielzeugmuseum_der_Stadt_N_rnberg__Museum_Lydia_Bayer__81870__Datensatz_","Indianerin","http://data.europa.eu/c4p/data/t_39_de","1 handgefertigte Stofffigur als Indianerin mit Kind, farbige Bekleidung aus Baumwolle; neuwertig","accept"
"/26/providedCHO_BBAW_16657","Mohr","http://data.europa.eu/c4p/data/t_12_de","Eingangsbrief, von P. Mohr, Heringsdorf, 14.07.1934 (1 Bl., mschr., hsl.).; Bl. 41r-41v","reject"
"/437/item_FSUT4YHWIHUSSORYVSPOMKWUVHJBKKAH","Behinderter","http://data.europa.eu/c4p/data/t_24_de","Vor der Kathedrale sitzt ein behinderter Mann in seinem Rollstuhl und bettelt Passanten an. Aufgenommen am 15. April 2012 in Barcelona","reject"
"/437/item_HFR46IHKASUIFQIPEAJC2TV4SZQ6CFVG","Indianer","http://data.europa.eu/c4p/data/t_38_de","Im Museum des Anasazi State Park wird das Leben der indianischen Ureinwohner dargestellt, aufgenommen am 17. August 2012","accept"
"/440/item_N2VJVQYEAEGXPFXTZNGWIOSUGMBXCS5B","Maron","http://data.europa.eu/c4p/data/t_67_de","Karl Maron (Erster Stellvertretender Oberbürgermeister von Berlin) am Rednerpult","reject"
"/440/item_OI5ALVXUFKWU5PNWLE4U6USFB7XJQJK3","Schwarzafrikanerin","http://data.europa.eu/c4p/data/t_111_de","Schwarzafrikanerin mit Spiegel (sog. Negervenus)","accept"
"/440/item_QT5US3I2D5QF2ZAXRORWTKX2WHVO5R5H","Mohr","http://data.europa.eu/c4p/data/t_12_de","Auf der 2. Deutschen Kunstausstellung: Wandbildentwurf ""Metallurgie Henningsdorf"" von Horst Strempel, René Graetz und Arno Mohr (Szene aus der DEFA-Wochenschau ""Der Augenzeuge"" ?)","reject"
"/440/item_RR3GQIR75O6MGEWYZJK3E7N4ZFZSG7D7","Indianer","http://data.europa.eu/c4p/data/t_38_de","Inka-Indianerinnen in ihrer traditionellen farbigen Kleidung gehören zum Straßenbild in der Altstadt. Aufgenommen am 1. September 2011 in Cusco","accept"
"/463/item_MQMJYAEZMQKQSJ2YJGMWEHYAHO4US654","Behinderter","http://data.europa.eu/c4p/data/t_24_de","Malerei ; Gemälde ; Behinderter ; Idiot ; Mann ; Fotografie","accept"
"/463/item_V4JPQDAS43BHU6K4G6CGGZZXTFG23HQA","Afrikanerin","http://data.europa.eu/c4p/data/t_62_de","Reisefotos. Porträt eines jungen Afrikaners","accept"
"/549/SPP04177","Behinderter","http://data.europa.eu/c4p/data/t_24_de","Urkunde, Farbdruck, Internationale Deutsche Meisterschaften für Behinderte im Schwimmen am 04./05.05.1996 in Leipzig; 1. Staffel Sachsen mit Espenhayn, Kay / Hoffmann, Anne-Christin / Tennemann, Nadja / Säuberlich, Antje, belegte über 4x100m Freistil / Offene Klasse in der Zeit von 5:40,39 den 1. Platz, Herzlichen Glückwunsch, DBS, Deutscher Behindertensportverband e.V. Logo, Unterschrift Zühlsdorf Präsident, Unterschrift Dr. Quade Vizepräsident Sport","reject"
"/549/SPP04201","Behinderte","http://data.europa.eu/c4p/data/t_25_de","Urkunde, Internationale Deutsche Meisterschaften der Behinderten im Schwimmen am 27./28. Mai 2000 in Berlin; Kay Espenhayn, Jg: 68, BSV Leipzig e.V. errang über 150m Lagen Frauen , Offene Klasse SK: 4; in der Zeit: 3:13,67 Min. den 1. Platz, ""Herzlichen Glückwunsch"", Unterschrift Zühlsdorf Präsident des DBS, Unterschrift Quade Vizepräsident Sport; rechts oben: DBS, Deutscher Behindertensportverband e.V. Logo; NPC, National Paralympic Committee Germany, Logo","accept"
"/670/item_FDGBQHATY5DGHBGYD27HI4HGEAJ67HTT","Afrikanerin","http://data.europa.eu/c4p/data/t_62_de","Eine Gruppe von Ostafrikanern vor einer Hütte. Mittig vermutlich ein Telegraphenmast","reject"
"/670/item_FN5ZCSDZ44AM6VN4AGOK5AXNRLJAW3UG","Eingeborene","http://data.europa.eu/c4p/data/t_84_de","Belgisch-Kongo (heute: Demokratische Republik Kongo). Maskierte Eingeborene posieren vor der Kamera, 15. Dezember 1931","accept"
"http://www.lexikus.de/bibliothek/Die-Frauenkleidung-und-ihre-natuerliche-Entwicklung/Die-Nacktheit","Australnegerin","http://data.europa.eu/c4p/data/t_101_de","Der Forschungsreisende Philip schenkte den völlig nackten Australnegerinnen in der Botanybai roten Flanell, um ihre Blöße zu bedecken. Die unschuldigen Naturkinder schlangen sich das bunte Zeug kunstvoll um das Haupt.","accept"
"https://bonndoc.ulb.uni-bonn.de/xmlui/handle/20.500.11811/1857.2","Rassenpflege","http://data.europa.eu/c4p/data/t_10_de","""Rassenpflege im völkischen Staat""","accept"
"https://de.pons.com/%C3%BCbersetzung-2/deutsche-rechtschreibung/verschachern","Verschachern","http://data.europa.eu/c4p/data/t_58_de","1806 wurde mit der Klosteraufhebung auch das Schloss an Güterhändler verschachert.","accept"
"https://de.usembassy.gov/de/die-erste-amerikanische-ureinwohnerin-in-einem-ministeramt/","Ureinwohnerin","http://data.europa.eu/c4p/data/t_86_de","Die erste amerikanische Ureinwohnerin in einem Ministeramt ","accept"
"https://de.wikipedia.org/wiki/Pygm%C3%A4en_(Mythologie)","Pygmäin","http://data.europa.eu/c4p/data/t_37_de","Nach einer Version, die der Mythograph Antoninus Liberalis überliefert,[7] hieß die schöne und stolze Pygmäin Oinoe","accept"
"https://demo-online.de/vorwaerts-kommunal/ioanna-zacharaki-exotin-wider-willen","Exotin","http://data.europa.eu/c4p/data/t_161_de","Ioanna Zacharaki: Exotin wider Willen; Die aus Griechenland stammende Sozialdemokratin ist ehrenamtliche Bürgermeisterin der Stadt Solingen. Sie will ein Vorbild sein, um vor allem mehr junge Frauen für Kommunalpolitik zu begeistern.","accept"
"https://edoc.ub.uni-muenchen.de/28175/8/Huf_Leonie.pdf","Pygmäin","http://data.europa.eu/c4p/data/t_37_de","Erstens sind in der attischen Vasenmalerei keine weiteren Darstellungen von „Pygmäinnen“ erhalten, was an sich zwar kein Hindernis für eine Deutung als solche ist, es diese allerdings auch nicht wahrscheinlicher macht.","accept"
"https://hdgoe.at/verfolgung-frauen","Arierin","http://data.europa.eu/c4p/data/t_30_de","„Arierinnen“, die nicht in das Bild einer „guten, deutschen Frau und Mutter“ passten (z.B. „Asoziale“, „Kriminelle“, „Behinderte“), blieben von derartigen Eingriffen ebenfalls nicht verschont. ","accept"
"https://lernen-aus-der-geschichte.de/Lernen-und-Lehren/content/12625","Erbpflege","http://data.europa.eu/c4p/data/t_9_de","„Ausmerzende Erbpflege“ an sogenannten Asozialen. Zwangssterilisierungen im Berliner Arbeits- und Bewahrungshaus Rummelsburg.","accept"
"https://michael-culture.eu/wp-content/uploads/2024/11/AI-Act-implementation-considerations.pdf","Endlösung","http://data.europa.eu/c4p/data/t_124_de","Macht und Moral :die ""Endlösung der Judenfrage"" in Frankreich, 1940-1944","accept"
"https://www.bundestag.de/resource/blob/413384/3c88becac46c9ce290f4567d00a96e8a/wd-1-172-07-pdf-data.pdf","Verjudet","http://data.europa.eu/c4p/data/t_141_de"," Ausspruch des leider zu verjudeten Gerichtes [ist ein] wahrhafter Sturm der Entrüstung und Wuth in allen Schichten des Volkes entfesselt.","accept"
"https://www.deutsche-digitale-bibliothek.de/item/2FNTBAQPC63ABEQTVWDMDSUHXJ7HVWSC","Mischpoke","http://data.europa.eu/c4p/data/t_1_de","Die ganze Mischpoke ist am Start - Berlin freut sich auf die größte jüdische Sportveranstaltung Europas.","accept"
"https://www.deutsche-digitale-bibliothek.de/item/2U4CFBDVZMEHGFVPVIREACXDRRBWHK36","Judensau","http://data.europa.eu/c4p/data/t_52_de","Antisemitisches Spottblatt - Judensaudarstellung","accept"
"https://www.deutsche-digitale-bibliothek.de/item/3VK7GW4DI6PLSOMID7W6DNREFYKLHDCS","Maron","http://data.europa.eu/c4p/data/t_67_de","Der Marone oder: Pflanzerleben auf Jamaica. 2. Band","accept"
"https://www.deutsche-digitale-bibliothek.de/item/5R2MDWIGSNMXDGTAM2I4UZXMARHACVVC","Hure","http://data.europa.eu/c4p/data/t_152_de","Hurenviertel in Berlin","accept"
"https://www.deutsche-digitale-bibliothek.de/item/6VZ6QSKKDA2WH3ELJADVNBNA37F7MATF","Judensau","http://data.europa.eu/c4p/data/t_52_de","Das große Judenschwein/ Die Juden-Sau/ Die ausgesprochene Judensau","accept"
"https://www.deutsche-digitale-bibliothek.de/item/7EQ4Q3HI7SJB64MAHA37KFJQWNTQCQLA","Herrenvolk","http://data.europa.eu/c4p/data/t_128_de","Das Video zeigt die ersten fünf Minuten des Films. Filminhalt: Ein Gesangsverein deutscher Kleinbürger gerät während einer Urlaubsreise in einer abgelegenen Gegend Jugoslawiens in ein Dorf, dessen Männer von deutschen Truppen im Zuge einer Vergeltungsaktion im Zweiten Weltkrieg erschossen wurden. Die Urlauber geraten angesichts der Verachtung der Frauen in die Bahnen alter Soldatentugenden. Sie beschwören einen Konflikt herauf, der ansatzweise durch die Jugend in beiden Lagern, die kein Verständnis für die Präpotenz eines ""Herrenvolkes"" aufbringt, einen versöhnlichen Akzent findet.","accept"
"https://www.deutsche-digitale-bibliothek.de/item/BH5HO5DALKOLS4JHZA4EGVXUYEY6NGZG","Mongoloid","http://data.europa.eu/c4p/data/t_78_de","68-70, Die mongoloiden Sklaven Großrußlands","accept"
"https://www.deutsche-digitale-bibliothek.de/item/BOBKI4QTC6SC35VCQDMW34FNOUUNAFUS","Kanake","http://data.europa.eu/c4p/data/t_55_de","Ausflug nach dem Pali. - Das Ruuanuthal. - Kanaken und Chinesen auf der Landstraße. - Auf dem Pali im Regen. - Ein Stück hawaiischer Geschichte. - Kamehameha der Große und die Schlacht auf dem Pali. - Hawaiisch","accept"
"https://www.deutsche-digitale-bibliothek.de/item/C37CTJ773F33Q6EXZJTFHRP6BV6ARXFF","Hure","http://data.europa.eu/c4p/data/t_152_de","Das Amsterdamer Huren-Leben : enthält die listigen Streiche und Schelmereyen, derer sich die Huren und Huren-Wirthe bedienen, nebst ihrer Art zu leben, abgeschmackten und abergläubischen Possen, mit einem Worte: alles, was bey diesem saubern Pack und Mademoisellen im Gebrauch ist, und im Schwange gehet. Zur Warnung und Abschreckung aus dem Holländischen ins Deutsche übersetzt","accept"
"https://www.deutsche-digitale-bibliothek.de/item/ESIDZ5G3PGQXMLXWL7USB36IWAXO7EGG?isThumbnailFiltered=true&query=schwarzer%2BKontinent&viewType=list&rows=20&offset=0&hitNumber=3","Schwarzer Kontinent","http://data.europa.eu/c4p/data/t_165_de","Deutschlands koloniale Helden und Pioniere der Kultur im schwarzen Kontinent;Erster Band","accept"
"https://www.deutsche-digitale-bibliothek.de/item/FC7DZI3RH54S6PUN5GNTGZVNEU5Z3DEE","Mongoloid","http://data.europa.eu/c4p/data/t_78_de","Einteilung der Mongoloiden","accept"
"https://www.deutsche-digitale-bibliothek.de/item/GEZ3RCTCHKPI2UA7MV74XAJWSTLBLUW5","Freakshow","http://data.europa.eu/c4p/data/t_90_de","Annie Jones Elliot (1865–1902) trat als „Attraktion“ (damals als „Sideshow“ oder „Freakshow“ bezeichnet) auf. Als Sprecherin in Barnums Show setzte sich für die Abschaffung des Begriffs „Freak“ ein.","accept"
"https://www.deutsche-digitale-bibliothek.de/item/GKMHIZPOM4KRFQRUCUMX66J3AZNBXH7G?isThumbnailFiltered=true&query=eingeboren&rows=20&offset=0&viewType=list&hitNumber=4","Eingeboren","http://data.europa.eu/c4p/data/t_76_de","Doch ist es Jedem eingeboren Dasz unser Blick hinauf und vorwärts dringt ","reject"
"https://www.deutsche-digitale-bibliothek.de/item/H3UVRTJREEYQFRIJTTER7OFE76SCTF2X","Mischpoke","http://data.europa.eu/c4p/data/t_1_de","Enthält: Text-/Bildplakat, Foto der Band Mischpoke mit Instrumenten, darunter in hellbraunem Farbblock Titel, Termin, Kontakt, Logo des Veranstalters","reject"
"https://www.deutsche-digitale-bibliothek.de/item/HH3HDNRMJOQICSBGOYU4XS52G6PZGZHT","Kanake","http://data.europa.eu/c4p/data/t_55_de","Kanakendranath Tagore (Deutsche Indien-Expedition 1926/1929 - 5. Südindien)","accept"
"https://www.deutsche-digitale-bibliothek.de/item/IGXJANP7NKFAW7VAWODEIZQYCQWL3IOG","Jüdische Weltherrschaft","http://data.europa.eu/c4p/data/t_143_de","Antisemitische Propagandaschrift über angebliche jüdische Weltherrschaftspläne","accept"
"https://www.deutsche-digitale-bibliothek.de/item/IRHCKTCDRR35UJZQYYOQHBOCU7SU4SDX","Exotin","http://data.europa.eu/c4p/data/t_161_de","""Exotin"" [Titel im Ordner des Sammlers]
","accept"
"https://www.deutsche-digitale-bibliothek.de/item/LEUHW5HGCJUDGFQEATARYNND5VXVCQ7A","Gehandicapt","http://data.europa.eu/c4p/data/t_44_de","Der ehrenamtliche Bücherhausdienst der Städtischen Bibliotheken Dresden, angegliedert an das Sachgebiet Soziale Bibliotheksarbeit, versorgt seit Oktober 2012 mit Hilfe ehrenamtlicher Bücherboten hausgebundene Menschen mit Medien aus dem Bibliotheksbestand. So ermöglicht dieser seit 1996 angebotene Service immobilen, hochbetagten, gehandicapten oder erkrankten Bürgern eine höhere Lebensqualität durch den Zugang zu aktuellen Informations-, Bildungs- und Unterhaltungsmedien. ","accept"
"https://www.deutsche-digitale-bibliothek.de/item/NASZVC4GBUARW7LUUNPHYCXJFXGNADUN","Mongoloid","http://data.europa.eu/c4p/data/t_78_de","Mongoloides Kind
","accept"
"https://www.deutsche-digitale-bibliothek.de/item/NNJRLQ2UNAIKI7D6B6Q3JAOFTVCGBYQ3","Gehandicapt","http://data.europa.eu/c4p/data/t_44_de","Motiv Inhalt: »8/V/32 mein grosser ulkiger freund r.h. dank für den brief, für die kritik. sie haben in vielem recht; wenn das „werk"" dasteht, muss man [es] als kritisierbares ganzes nehmen, und als solches ist mein lichtspiel tatsächlich nur ein formaler einbruch in die filmindustrie. doch ist beglückend gewesen schon die unzulängliche und durch vieles gehandicapte arbeit, was auf diskussion - und buchherausgabe - und Zusammenkunft sich bezieht, alles sehr gern, aber nicht jetzt, weil ich wahnsinnig beschäftigt bin. nach ihrer reise wollen wir die Verbindung sofort aufnehmen, was auf den gedanken des unbewussten sich bezieht: sollten sie der erste sein, der das aussprach, freue ich mich darüber; wichtig wäre es, dass diesen gedanken viele aufgreifen, herzlichst ihr m=n«","reject"
"https://www.deutsche-digitale-bibliothek.de/item/RQGZGP7I4B4OZ4ZNKFYTVH3LQ7N3OFRI?isThumbnailFiltered=true&query=eingeboren&rows=20&offset=0&viewType=list&hitNumber=5","Eingeboren","http://data.europa.eu/c4p/data/t_76_de","Eigene Beobachtungen und italienische Kupferstiche waren Quelle und Ansporn seiner Kenntnis. Erstaunlich ist, daß er sich nicht mit umfassenden Modellstudien begnügte, sondern als forschender Geist sogleich weiter fragte nach dem Gesetz, das jedem Körper eingeboren ist. ","reject"
"https://www.deutsche-digitale-bibliothek.de/item/SXSFAE4J3WKRDRLCUK5GFDVK5Z7VBTQH","Halbjüdin","http://data.europa.eu/c4p/data/t_5_de","Poesiealbum einer Halbjüdin über den Zeitraum 1931 bis 1941 mit Einträgen in deutscher und englischer Sprache
","accept"
"https://www.deutsche-digitale-bibliothek.de/item/V4TKFKYEIXFLSAVYVYUBSF6GU7KQDY27","Herrenvolk","http://data.europa.eu/c4p/data/t_128_de","Böhmen. Problem: Wie ein Herrenvolk kapitulieren wollte","accept"
"https://www.deutsche-digitale-bibliothek.de/item/VAKBAPI2ZBJKHLYC23NBIXYK5NYJIYG7?isThumbnailFiltered=true&query=Erbpflege&rows=20&offset=0&viewType=list&hitNumber=4","Erbpflege","http://data.europa.eu/c4p/data/t_9_de","Vererbungslehre, Erbpflege, Bevölkerungspolitik und Familienkunde im Biologieunterricht","accept"
"https://www.deutsche-digitale-bibliothek.de/item/WX4FQVXZ666LVX4KFQJBX4BNK3BYUKIO","Jüdische Weltherrschaft","http://data.europa.eu/c4p/data/t_143_de","antisemitisches Flugblatt der NSDAP mit Darstellung der angeblichen jüdischen Weltherrschaft mit Blickrichtung auf die Arbeiter","accept"
"https://www.deutsche-digitale-bibliothek.de/item/XY4GWQEDBKBWFF3LXKYJTW2T5LL27VWI","Exotin","http://data.europa.eu/c4p/data/t_161_de","Gefiederte Exotin - die schwarze Mayouna","accept"
"https://www.deutsche-digitale-bibliothek.de/item/ZMB2GPPJI6UWC7VEM47M65QPGEWAIPUA?isThumbnailFiltered=true&query=Erbpflege&rows=20&offset=0&viewType=list&hitNumber=13","Erbpflege","http://data.europa.eu/c4p/data/t_9_de","Rassenkunde, Erblehre und Erbpflege in der Schule.","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/2VLV3BKW6KXEZTPJPGVCEKFQHRFXLVWG?query=%22schwarzer+Kontinent%22&hit=1&issuepage=2","Schwarzer Kontinent","http://data.europa.eu/c4p/data/t_165_de","Menschen geben , welche so viele Gelegenheiten hatten , sich mit den Verhältnissen des schwarzen Kontinents so vertraut zu machen , wie er.","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/3DEDR37CE4EOC25UUWA3L5BPE5TBTXHW?query=%22schwarzer+Kontinent%22&hit=18&issuepage=1","Schwarzer Kontinent","http://data.europa.eu/c4p/data/t_165_de","wo der schwarze Kontinent gemeinsam mit Arabien den Golf von Aden bildet","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/5MKOJJ4L7GFGG5IWWKXCWU25OOOYEVTT","Australnegerin","http://data.europa.eu/c4p/data/t_101_de","Im Haus herrscht Amah, eine dicke, alte, gemütliche Australnegerin, seit 20 Jahren. Sie ist häßlich wie die Nacht und treu wie Gold.","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/67YBMEYKCHGLSMGSPS4GO4TOBW3UIJ4J?query=Judenfriedhofs&hit=13&issuepage=23","Judenfriedhof","http://data.europa.eu/c4p/data/t_17_de","Als Überbleibsel des alten Stadtwalles von Sendenhorst , sind noch die Grabsteine des alten Judenfriedhofs zu sehen mit der hebräischen Inschrift.","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/7QOTHRKVHKZ6ULUYRR7WGT73RFBX2HZ3?query=Mauschelei&hit=4&issuepage=14","Mauschelei","http://data.europa.eu/c4p/data/t_163_de","Schuld daran war aber nicht so sehr der Inhalt der Sckwänke als die bekannte Art der Darstellung, bei der die Künstler aus der Mauschelei und Jüdelei nicht herauskommen.","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/CKR5UWOHQ5CPNS2M4V4AAIUQO4KGW6M6?query=Judenfriedhof&hit=1&issuepage=6","Judenfriedhof","http://data.europa.eu/c4p/data/t_17_de","Zahllose Male ist der alte Judenfriedhof von Prag mit seinen tausendjähri gen Gräbern beschrieben worden","accept"
"https://www.deutsche-digitale-bibliothek.de/newspaper/item/EH5F5MM4XY4MYB73XIWGRW2ECIAEZRBX?tx_dlf[highlight_word]=Brunnenvergifter&issuepage=3&query=Brunnenvergifter&hit=3","Brunnenvergifter","http://data.europa.eu/c4p/data/t_20_de","Mit den nun sattsam bekannten Praktiken solcher Brunnenvergifter werden die Vorfälle, die sich im Anschluß an jüdische Provokationen in Berlin ereigneten, in beispielloser Weise aufgebauscht","accept"
