"uri","term","context","suggestion","source","disambiguation"
"http://data.europa.eu/c4p/data/t_135_de","Slawe","Die Bezeichnung ist nicht problematisch, kann es aber sein, wenn sie in einem verallgemeinernden oder rassistischen Kontext verwendet wird, insbesondere in diskriminierenden Beschreibungen, die alle Menschen osteuropäischer Herkunft pauschal als “Slawen” mit vermeintlich “typischen” Eigenschaften darstellen. Slawenfeindlichkeit war im 19. Jahrhundert in Deutschland weit verbreitet und führte zur Diskriminierung und Verfolgung osteuropäischer Menschen, die einer “slawischen Rasse” zugerechnet wurden. In der nationalsozialistischen Ideologie diente die Slawenfeindlichkeit unter anderem als Rechtfertigung für den Angriff auf die Sowjetunion, die Annexion osteuropäischer Gebiete und die unmenschliche Behandlung sowjetischer Kriegsgefangener im Zweiten Weltkrieg.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","KZ-Gedenkstätte Neuengamme, “Verflechtungen. Koloniales und rassistisches Denken und Handeln im Nationalsozialismus - Module 1–5 Glossar”, January 2019, accessed November 8, 2024, https://www.verflechtungen-kolonialismus-nationalsozialismus.de/files/PDF/E0_E1-3_E4-5_Glossar/NG_Verflechtungen_G1-5_Glossar_Module_1-5.pdf .","0"
"http://data.europa.eu/c4p/data/t_136_de","Slawin","Die Bezeichnung ist nicht problematisch, kann es aber sein, wenn sie in einem verallgemeinernden oder rassistischen Kontext verwendet wird, insbesondere in diskriminierenden Beschreibungen, die alle Menschen osteuropäischer Herkunft pauschal als “Slawen” mit vermeintlich “typischen” Eigenschaften darstellen. Slawenfeindlichkeit war im 19. Jahrhundert in Deutschland weit verbreitet und führte zur Diskriminierung und Verfolgung osteuropäischer Menschen, die einer “slawischen Rasse” zugerechnet wurden. In der nationalsozialistischen Ideologie diente die Slawenfeindlichkeit unter anderem als Rechtfertigung für den Angriff auf die Sowjetunion, die Annexion osteuropäischer Gebiete und die unmenschliche Behandlung sowjetischer Kriegsgefangener im Zweiten Weltkrieg.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","“Salzburg Museum: Sammlung-Online,” n.d., accessed November 8, 2024, https://sammlung-online.salzburgmuseum.at/problematische_objekte/glossar.","0"
"http://data.europa.eu/c4p/data/t_136_de","Slawin","Die Bezeichnung ist nicht problematisch, kann es aber sein, wenn sie in einem verallgemeinernden oder rassistischen Kontext verwendet wird, insbesondere in diskriminierenden Beschreibungen, die alle Menschen osteuropäischer Herkunft pauschal als “Slawen” mit vermeintlich “typischen” Eigenschaften darstellen. Slawenfeindlichkeit war im 19. Jahrhundert in Deutschland weit verbreitet und führte zur Diskriminierung und Verfolgung osteuropäischer Menschen, die einer “slawischen Rasse” zugerechnet wurden. In der nationalsozialistischen Ideologie diente die Slawenfeindlichkeit unter anderem als Rechtfertigung für den Angriff auf die Sowjetunion, die Annexion osteuropäischer Gebiete und die unmenschliche Behandlung sowjetischer Kriegsgefangener im Zweiten Weltkrieg.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","KZ-Gedenkstätte Neuengamme, “Verflechtungen. Koloniales und rassistisches Denken und Handeln im Nationalsozialismus - Module 1–5 Glossar”, January 2019, accessed November 8, 2024, https://www.verflechtungen-kolonialismus-nationalsozialismus.de/files/PDF/E0_E1-3_E4-5_Glossar/NG_Verflechtungen_G1-5_Glossar_Module_1-5.pdf .","0"
"http://data.europa.eu/c4p/data/t_138_de","Türke","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","“Salzburg Museum: Sammlung-Online,” n.d., accessed November 8, 2024, https://sammlung-online.salzburgmuseum.at/problematische_objekte/glossar.","0"
"http://data.europa.eu/c4p/data/t_138_de","Türke","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","KZ-Gedenkstätte Neuengamme, “Verflechtungen. Koloniales und rassistisches Denken und Handeln im Nationalsozialismus - Module 1–5 Glossar”, January 2019, accessed November 8, 2024, https://www.verflechtungen-kolonialismus-nationalsozialismus.de/files/PDF/E0_E1-3_E4-5_Glossar/NG_Verflechtungen_G1-5_Glossar_Module_1-5.pdf.","0"
"http://data.europa.eu/c4p/data/t_138_de","Türke","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","Informations- und Dokumentationszentrum für Antirassismusarbeit e. V. (IDA), “Glossar”, n.d., accessed November 8, 2024, https://www.idaev.de/recherchetools/glossar,","0"
"http://data.europa.eu/c4p/data/t_139_de","Türkin","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","“Salzburg Museum: Sammlung-Online,” n.d., accessed November 8, 2024, https://sammlung-online.salzburgmuseum.at/problematische_objekte/glossar.","0"
"http://data.europa.eu/c4p/data/t_139_de","Türkin","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","KZ-Gedenkstätte Neuengamme, “Verflechtungen. Koloniales und rassistisches Denken und Handeln im Nationalsozialismus - Module 1–5 Glossar”, January 2019, accessed November 8, 2024, https://www.verflechtungen-kolonialismus-nationalsozialismus.de/files/PDF/E0_E1-3_E4-5_Glossar/NG_Verflechtungen_G1-5_Glossar_Module_1-5.pdf.","0"
"http://data.europa.eu/c4p/data/t_139_de","Türkin","Das Wort an sich ist nicht problematisch, kann es aber sein, wenn es in einem verallgemeinernden oder rassistischen Kontext verwendet wird. Es erscheint häufig in eurozentrischen und diskriminierenden Beschreibungen, etwa bei Sammlungsobjekten, die stereotype Darstellungen von Osman*innen, Türk*innen und arabisch-islamischen Gesellschaften zeigen. Diese Darstellungen verwenden oft imaginierte oder unterschiedliche äußere Merkmale wie Haartracht, Kleidung oder Kopfbedeckungen.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","Informations- und Dokumentationszentrum für Antirassismusarbeit e. V. (IDA), “Glossar”, n.d., accessed November 8, 2024, https://www.idaev.de/recherchetools/glossar,","0"
"http://data.europa.eu/c4p/data/t_156_de","Transsexualität","Transsexualität ist eine Geschlechtsmodalität. Als transsexuell können sich Menschen bezeichnen, die ein anderes Geschlecht als das haben, das ihnen bei der Geburt zugewiesen wurde. Ein alternativer Begriff zu Transsexualität ist Transgeschlechtlichkeit. Viele trans* Personen kritisieren den Begriff, da er medizinisch geprägt ist und daher pathologisierend wirkt. Zudem wird Geschlecht in dieser Konzeption nur als männlich oder weiblich verstanden. Daher sollte der Begriff nicht als Fremdbezeichnung für trans Personen genutzt werden. ","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","“Transsexuell,” Queer Lexikon, July 5, 2024, https://queer-lexikon.net/2017/06/08/transsexualitaet/.","0"
"http://data.europa.eu/c4p/data/t_157_de","Transsexuell","Transsexualität ist eine Geschlechtsmodalität. Als transsexuell können sich Menschen bezeichnen, die ein anderes Geschlecht als das haben, das ihnen bei der Geburt zugewiesen wurde. Ein alternativer Begriff zu Transsexualität ist Transgeschlechtlichkeit. Viele trans* Personen kritisieren den Begriff, da er medizinisch geprägt ist und daher pathologisierend wirkt. Zudem wird Geschlecht in dieser Konzeption nur als männlich oder weiblich verstanden. Daher sollte der Begriff nicht als Fremdbezeichnung für trans Personen genutzt werden. ","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","“Transsexuell,” Queer Lexikon, July 5, 2024, https://queer-lexikon.net/2017/06/08/transsexualitaet/.","0"
"http://data.europa.eu/c4p/data/t_76_de","Eingeboren","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “Terminologie”, Survival International, accessed March 23, 2024, https://www.survivalinternational.de/ueberuns/terminologie.","1"
"http://data.europa.eu/c4p/data/t_76_de","Eingeboren","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","”Eingeborene” in DWDS – Digitales Wörterbuch der deutschen Sprache, n.d., accessed May 24, 2024, https://www.dwds.de/wb/Eingeborene.","1"
"http://data.europa.eu/c4p/data/t_79_de","Hermaphrodit","Der Begriff entstammt der griechischen Mythologie, wo Hermaphroditos, der Sohn von Hermes und Aphrodite, als göttliche Strafe durch eine Verschmelzung mit einer Nymphe zu einem zweigeschlechtlichen Wesen wurde. In der jüdisch-christlichen Tradition verkörperte der Hermaphrodit die Vollkommenheit, aber auch der Teufel wurde als intergeschlechtliches Wesen dargestellt. Ende des 19. Jahrhunderts waren Ärzt:innen der Ansicht, dass intergeschlechtliche Menschen “Missbildungen” haben und bis heute erscheint der Begriff in anerkannten Klassifikationssystemen für Krankheiten. Die Bezeichnung wird von einigen intergeschlechtlichen Menschen als Beleidigung empfunden, von anderen aber auch als politische Selbstbezeichnung verwendet.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “(Selbst)Bezeichnungen für intergeschlechtliche Menschen: Dem Unbekannten einen Namen geben”, Lesben- und Schwulenverband (LSVD), lsvd.de, accessed May 23, 2024, https://www.lsvd.de/de/ct/4771-Selbst-Bezeichnungen-fuer-intergeschlechtliche-Menschen-Dem-Unbekannten-einen-Namen-geben.","0"
"http://data.europa.eu/c4p/data/t_84_de","Eingeborene","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “Terminologie”, Survival International, accessed March 23, 2024, https://www.survivalinternational.de/ueberuns/terminologie.","1"
"http://data.europa.eu/c4p/data/t_84_de","Eingeborene","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","”Eingeborene” in DWDS – Digitales Wörterbuch der deutschen Sprache, n.d., accessed May 24, 2024, https://www.dwds.de/wb/Eingeborene.","1"
"http://data.europa.eu/c4p/data/t_85_de","Eingeborener","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “Terminologie”, Survival International, accessed March 23, 2024, https://www.survivalinternational.de/ueberuns/terminologie.","1"
"http://data.europa.eu/c4p/data/t_85_de","Eingeborener","Der Begriff wird in den meisten Ländern heute nicht mehr gebraucht, weil viele negative Erinnerungen an die Kolonialzeit damit verbunden sind. Er ist bzw. war häufig mit der Zuschreibung negativer, teils auch folkloristischer oder verklärender Stereotype verbunden. Die Vereinten Nationen sprechen in der ILO-Konvention 169, die die Rechte indigener Völker schützt, (noch) von “eingeborenen Völkern”. In Kanada und den USA ist das englische Wort “Native” hingegen noch weit verbreitet, wenn über indigene Völker gesprochen wird. In beiden Ländern wird “Native” auch von Indigenen selbst gebraucht.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","”Eingeborene” in DWDS – Digitales Wörterbuch der deutschen Sprache, n.d., accessed May 24, 2024, https://www.dwds.de/wb/Eingeborene.","1"
"http://data.europa.eu/c4p/data/t_88_de","Buschleute","Eine Sammelbezeichnung für Hunderte, vielleicht sogar Tausende, verschiedener Völker, die die einzigen Bewohner des südlichen Afrikas waren, bis stärkere Völker aus dem Norden die Region erreichten. Es gibt viele unterschiedliche “Buschleute-Gruppen” mit eigenen Sprachen und Selbstbezeichnungen, weshalb keine allgemein akzeptierte Sammelbezeichnung existiert. Auch gibt es keinen nicht-abwertenden Ausdruck für alle Völker. Der Begriff “Buschleute” stammt vom niederländischen/afrikaansen Wort “Bosjemans” oder “Bossiesmans” (Gesetzloser oder Bandit) aus den 1680er Jahren und wurde später auf diese Indigenen beschränkt.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “Terminologie”, Survival International, accessed March 23, 2024, https://www.survivalinternational.de/ueberuns/terminologie.","0"
"http://data.europa.eu/c4p/data/t_107_de","Gypsy","Der Begriff leitet sich vom englischen Wort “Egyptian” ab und ist eine englische Fremdbezeichnung, mit der nomadische Gruppen beschrieben werden. Ähnlich wie das deutsche Z*** ist auch dieser Begriff negativ konnotiert. Er wird in englischsprachigen Ländern noch häufig verwendet. In Deutschland hält der Begriff in der Popkultur Einzug. Dabei wird ein romantisierendes Bild von Angehörigen der Roma-Minderheiten propagiert.","Nutzen Sie die Bezeichnung, die von den betroffenen Menschen bzw. von der betroffenen Gemeinschaft selbst verwendet wird und als respektvoll akzeptiert ist.","See: “Gypsy,” Glossar Neue deutsche Medienmacher*innen, n.d., accessed May 26, 2024, https://glossar.neuemedienmacher.de/glossar/gypsy/.","0"
