"uri","term","context","suggestion","source","disambiguation"
"http://data.europa.eu/c4p/data/t_141_en","Latinx","‘Latinx’ is a gender-neutral term used in lieu of “Latino’ or ‘Latina’ to refer to a person of Latin American descent. Using the term ‘Latinx’ to refer to all people of Latin American decent has become more common as members in the LGBTQ community and its advocates have embraced the label. The gendered structure of the Spanish language has made ‘Latinx’ both an inclusive and controversial term.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Adrianna Rodriguez, “‘Latinx’ Explained: A History of the Controversial Word and How to Pronounce It,” USA TODAY, June 29, 2019, accessed April 3, 2024, https://eu.usatoday.com/story/news/nation/2019/06/29/latina-latino-latinx-hispanic-what-do-they-mean/1596501001/ .","0"
"http://data.europa.eu/c4p/data/t_141_en","Latinx","‘Latinx’ is a gender-neutral term used in lieu of “Latino’ or ‘Latina’ to refer to a person of Latin American descent. Using the term ‘Latinx’ to refer to all people of Latin American decent has become more common as members in the LGBTQ community and its advocates have embraced the label. The gendered structure of the Spanish language has made ‘Latinx’ both an inclusive and controversial term.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Racial and Ethnic Identity,” apastyle.apa.org, n.d., accessed April 3, 2024, https://apastyle.apa.org/style-grammar-guidelines/bias-free-language/racial-ethnic-minorities.","0"
"http://data.europa.eu/c4p/data/t_154_en","Mongoloid","An outdated and offensive term used to describe a person with the genetic condition Down Syndrome due to the presumed similarity in facial features to the so-called Mongolian race. In modern day usage the term is used as a curse word to describe someone regarded as retarded.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 125. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.","0"
"http://data.europa.eu/c4p/data/t_154_en","Mongoloid","An outdated and offensive term used to describe a person with the genetic condition Down Syndrome due to the presumed similarity in facial features to the so-called Mongolian race. In modern day usage the term is used as a curse word to describe someone regarded as retarded.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/125.","0"
"http://data.europa.eu/c4p/data/t_154_en","Mongoloid","An outdated and offensive term used to describe a so-called racial type. As racial type, the terms emerged from 18th and 19th century studies of racial difference. The ‘Mongoloid’ or Mongolian race was the umbrella term used to describe diverse indigenous peoples from East Asia, South East Asia, and the Artic region of North America. Like the other two presumed large racial groups, ‘Caucasoid’ (Caucasian) and ‘Negroid’ (Negro), this term is outdated and in general regarded as derogatory. ","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 125. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf .","0"
"http://data.europa.eu/c4p/data/t_154_en","Mongoloid","An outdated and offensive term used to describe a so-called racial type. As racial type, the terms emerged from 18th and 19th century studies of racial difference. The ‘Mongoloid’ or Mongolian race was the umbrella term used to describe diverse indigenous peoples from East Asia, South East Asia, and the Artic region of North America. Like the other two presumed large racial groups, ‘Caucasoid’ (Caucasian) and ‘Negroid’ (Negro), this term is outdated and in general regarded as derogatory. ","Adopt the terminology used and accepted as respectful by people from the community themselves.","Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/125.","0"
"http://data.europa.eu/c4p/data/t_47_en","Closeted","In an LGBTQI+ context, the term refers to not publicly identifying with one's sexuality. Historically, this was often out of fear, as many homosexual practices were illegal. Even today, some individuals choose not to disclose their sexual orientation to avoid prejudice or discrimination.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Queer Glossary Bowling Green State University. Accessed 2 May, 2024. https://www.bgsu.edu/content/dam/BGSU/multicultural-affairs/documents/queer-glossary.pdf .","0"
"http://data.europa.eu/c4p/data/t_58_en","Cripple","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Disability language guide Stanford University 2024. Accessed May 2 2024. https://disability.stanford.edu/sites/g/files/sbiybj26391/files/media/file/disability-language-guide-stanford_1.pdf","0"
"http://data.europa.eu/c4p/data/t_58_en","Cripple","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Crip (Disability Term),” Wikipedia, April 11, 2024, accessed May 3, 2024, https://en.wikipedia.org/wiki/Crip_(disability_term)","0"
"http://data.europa.eu/c4p/data/t_58_en","Cripple","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Victoria Ann Lewis, “Crip,” Keywords (blog), April 27, 2015, accessed May 3, 2024, https://keywords.nyupress.org/disability-studies/essay/crip/.","0"
"http://data.europa.eu/c4p/data/t_59_en","Crip","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Disability language guide Stanford University 2024. Accessed May 2 2024. https://disability.stanford.edu/sites/g/files/sbiybj26391/files/media/file/disability-language-guide-stanford_1.pdf","0"
"http://data.europa.eu/c4p/data/t_59_en","Crip","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Crip (Disability Term),” Wikipedia, April 11, 2024, accessed May 3, 2024, https://en.wikipedia.org/wiki/Crip_(disability_term)","0"
"http://data.europa.eu/c4p/data/t_59_en","Crip","Originating from the Germanic word for ‘creeping’, the term was and is used to describe a person with a physical disability. It developed into a slur and was also appropriated in slang in its shortened from ‘crip’, meaning ‘easy’. This usage reflects the low social expectations held for people with disabilities, as in the phrase ‘to give someone the cripple's inch.’ Although some disability activists have reclaimed the term, there are many others who consider them offensive.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Victoria Ann Lewis, “Crip,” Keywords (blog), April 27, 2015, accessed May 3, 2024, https://keywords.nyupress.org/disability-studies/essay/crip/.","0"
"http://data.europa.eu/c4p/data/t_63_en","Crossdresser","Individuals who wear clothes stereotypical to or associated with a gender other than their predominantly-identified gender. Crossdressers often develop a persona while crossdressing.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Crossdressers,” homosaurus.org, n.d., accessed April 3, 2024, https://homosaurus.org/v3/homoit0000316.","0"
"http://data.europa.eu/c4p/data/t_77_en","Dyke","A largely reclaimed slur common in the U.S. that may be used to refer to lesbians who embrace a masculine style of presentation or lesbian political activists in general. Depending on who uses the word and in what context, it can be considered offensive. Many lesbians have reclaimed the term to imply toughness and assertiveness. For example, the Dykes on Bikes motorcycle club uses the term. Dyke Marches are also popular gay pride events in the United States, Canada, Europe, and Mexico.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Dykes,” homosaurus.org, n.d., accessed April 3, 2024, https://homosaurus.org/v3/homoit0000384.","1"
"http://data.europa.eu/c4p/data/t_77_en","Dyke","A largely reclaimed slur common in the U.S. that may be used to refer to lesbians who embrace a masculine style of presentation or lesbian political activists in general. Depending on who uses the word and in what context, it can be considered offensive. Many lesbians have reclaimed the term to imply toughness and assertiveness. For example, the Dykes on Bikes motorcycle club uses the term. Dyke Marches are also popular gay pride events in the United States, Canada, Europe, and Mexico.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Dyke”, PFLAG - Parents, Families, and Friends of Lesbians and Gays, n.d., accessed September 15, 2024, https://pflag.org/glossary/.","1"
"http://data.europa.eu/c4p/data/t_181_en","Pygmy","‘Pygmy’ is a term used in anthropology to describe diverse peoples, especially from (Equatorial) Africa and Asia (i.e. New Guinea), the adult males of whom are regarded as of unusually short stature. Beyond the term’s use to refer to the physical features of these diverse ethnic groups (and which in part makes it derogatory for some) the term is also used negatively as an insult to critique someone’s intellectual capacities. Some indigenous peoples, for example in the Democratic Republic of the Congo, have reclaimed the term as neutral and therefore non-problematic.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 133. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.","0"
"http://data.europa.eu/c4p/data/t_181_en","Pygmy","‘Pygmy’ is a term used in anthropology to describe diverse peoples, especially from (Equatorial) Africa and Asia (i.e. New Guinea), the adult males of whom are regarded as of unusually short stature. Beyond the term’s use to refer to the physical features of these diverse ethnic groups (and which in part makes it derogatory for some) the term is also used negatively as an insult to critique someone’s intellectual capacities. Some indigenous peoples, for example in the Democratic Republic of the Congo, have reclaimed the term as neutral and therefore non-problematic.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/133.","0"
"http://data.europa.eu/c4p/data/t_190_en","Sapphic","Women and, in some definitions, non-binary people of any sexual identity or sexuality who are attracted to women. Some but not all sapphics use the term 'sapphic' to describe their sexual identity or sexuality. The term “Sapphic” originates from the ancient Greek poet Sappho and also refers to her poetic style and meter, as well as themes of love and desire between women found in her work.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Sapphics,” homosaurus.org, n.d., accessed April 3, 2024, https://homosaurus.org/v3/homoit0002277.","0"
"http://data.europa.eu/c4p/data/t_2_en","Aboriginal","‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 90. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.","0"
"http://data.europa.eu/c4p/data/t_2_en","Aboriginal","‘Aboriginal’ describes the original inhabitants of a place and is primarily used to refer to Indigenous peoples in Australia and Canada (see also ‘Indigenous’). The term does not adequately describe the complexity and diversity of Indigenous peoples. Many Indigenous peoples in both countries do not like to be referred to as ‘Aboriginal’, preferring to emphasise other markers of their identity such as language, land and clan relationships.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/90.","0"
"http://data.europa.eu/c4p/data/t_34_en","Butch","“Butch” is a historical term for a masculine gay woman or lesbian, traditionally paired with a “femme” in relationships. While often used derogatorily outside the LGBTIQ+ community, it originally meant “tough kid” or referred to a man's haircut, in which cases its use is unproblematic. Adopted by lesbians in the 1940s, it was used by working-class women and gay men to describe masculinity. In the 1980s, “butch” and “femme” regained popularity as empowering terms and remain so for many in the community today.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Cultural Heritage Terminology Network, “Inclusive Terminology Glossary. 3.1 LGBTQIA+ History,” 2024, accessed April 3, 2024, https://docs.google.com/document/d/1BTMAjtMw83GoAPQzAyH7qUTQl-xEj0GtYg9eal4i3dM/edit.","0"
"http://data.europa.eu/c4p/data/t_34_en","Butch","“Butch” is a historical term for a masculine gay woman or lesbian, traditionally paired with a “femme” in relationships. While often used derogatorily outside the LGBTIQ+ community, it originally meant “tough kid” or referred to a man's haircut, in which cases its use is unproblematic. Adopted by lesbians in the 1940s, it was used by working-class women and gay men to describe masculinity. In the 1980s, “butch” and “femme” regained popularity as empowering terms and remain so for many in the community today.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Them, “InQueery: The REAL Meaning of the Word ‘Butch’,” August 21, 218. Accessed April 3, 2024, https://www.them.us/story/inqueery-butch .","0"
"http://data.europa.eu/c4p/data/t_81_en","Eskimo","The term refers to the diverse Indigenous peoples of Arctic and sub-Arctic North America, Greenland and Northeastern Siberia. It has never been widely used by these communities, who prefer their own indigenous terms. While its linguistic origins are debated - some regard the term as a French (Esquimaux) or English version of an indigenous term - the term is more accepted in Alaska than in Canada or Greenland, where it is often seen as pejorative. It has largely fallen out of official use, and while ‘Eskimo-Aleut’ describes the linguistic group, finding a broad, accepted term for all circumpolar peoples remains challenging.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 105. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.","0"
"http://data.europa.eu/c4p/data/t_81_en","Eskimo","The term refers to the diverse Indigenous peoples of Arctic and sub-Arctic North America, Greenland and Northeastern Siberia. It has never been widely used by these communities, who prefer their own indigenous terms. While its linguistic origins are debated - some regard the term as a French (Esquimaux) or English version of an indigenous term - the term is more accepted in Alaska than in Canada or Greenland, where it is often seen as pejorative. It has largely fallen out of official use, and while ‘Eskimo-Aleut’ describes the linguistic group, finding a broad, accepted term for all circumpolar peoples remains challenging.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/105.","0"
"http://data.europa.eu/c4p/data/t_94_en","Gay","The term “gay” refers to someone who has enduring physical, romantic, and/or emotional attractions to people of the same gender. For women, the term “lesbian” is sometimes preferred. People of all genders, including men, women, and non-binary individuals, may use this term to describe themselves. It is best to avoid the outdated and sometimes derogatory term “homosexual,” as it is considered offensive by many in the LGBTIQ+ community. Additionally, the term “gay” is still in use as a slur by non-LGBTIQ+ individuals in certain contexts.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Glossary of Terms: LGBTQ,” GLAAD, May 1, 2023, accessed December 2, 2024,  https://glaad.org/reference/terms/.","1"
"http://data.europa.eu/c4p/data/t_94_en","Gay","The term “gay” refers to someone who has enduring physical, romantic, and/or emotional attractions to people of the same gender. For women, the term “lesbian” is sometimes preferred. People of all genders, including men, women, and non-binary individuals, may use this term to describe themselves. It is best to avoid the outdated and sometimes derogatory term “homosexual,” as it is considered offensive by many in the LGBTIQ+ community. Additionally, the term “gay” is still in use as a slur by non-LGBTIQ+ individuals in certain contexts.","Adopt the terminology used and accepted as respectful by people from the community themselves.","“Glossary of Terms,” Human Rights Campaign, May 31, 2023, accessed December 2, 2024, https://www.hrc.org/resources/glossary-of-terms.","1"
"http://data.europa.eu/c4p/data/t_99_en","Gypsy","The term is generally used to refer to members of a traveling or itinerant group, specifically the Romani people, who are made up of various subgroups. Due to their history of (often forced) migration, negative stereotypes of Roma as thieves and vagabonds persist to this day. When used by people outside the community, “Gypsy” can be seen as offensive or a racial slur. However, some Romani groups, particularly in Europe, have reclaimed the word, including many individuals in the UK who proudly identify as “Gypsy.”","Adopt the terminology used and accepted as respectful by people from the community themselves.","Tropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 109. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf .","0"
"http://data.europa.eu/c4p/data/t_99_en","Gypsy","The term is generally used to refer to members of a traveling or itinerant group, specifically the Romani people, who are made up of various subgroups. Due to their history of (often forced) migration, negative stereotypes of Roma as thieves and vagabonds persist to this day. When used by people outside the community, “Gypsy” can be seen as offensive or a racial slur. However, some Romani groups, particularly in Europe, have reclaimed the word, including many individuals in the UK who proudly identify as “Gypsy.”","Adopt the terminology used and accepted as respectful by people from the community themselves.","Sami McLaren, “Frequently Asked Questions - Friends, Families and Travellers,” Friends, Families and Travellers, October 8, 2024, accessed December 2, 2024, https://www.gypsy-traveller.org/about-us/frequently-asked-questions/.","0"
"http://data.europa.eu/c4p/data/t_9_en","Androgyne","A person appearing and/or identifying as neither male nor female, presenting a gender which is either mixed or neutral ; Scientific term used for effeminate homosexual men in the early 20th century. When referring to people, only use this term if it is the person’s own self identification. In other contexts, the term “androgyne” can be used to describe organisms with both male and female reproductive organs, such as certain plants and animals. In mythology and literature, it can refer to beings that embody both male and female qualities, like the Greek figure Hermaphroditus. Additionally, in art and design, “androgyne” is used to describe creations or characters that blur gender boundaries, merging masculine and feminine features.","Adopt the terminology used and accepted as respectful by people from the community themselves.","Cultural Heritage Terminology Network, “Inclusive Terminology Glossary. 3.1 LGBTQIA+ History,” 2024, accessed April 3, 2024, https://docs.google.com/document/d/1BTMAjtMw83GoAPQzAyH7qUTQl-xEj0GtYg9eal4i3dM/edit.","1"
"http://data.europa.eu/c4p/data/t_101_en","Half blood","The term “half-blood” originally referred to individuals with one common parent, such as a half-sister or half-brother. However, it was most commonly used in a derogatory way to describe people of mixed White European and Non-White descent, particularly those with Native American and white ancestry.","Always honour a person’s self-identity and be specific, when appropriate i.e Person of [x] and [x] heritage. The order in which an individual lists their ethnic identities may be important to them. Do not use word like ‘half’ or ‘quarter’ to describe someone’s ethnic heritage.","Cultural Heritage Terminology Network, “Inclusive Terminology Glossary. 1.6 Empires and Imperialism,” 2024, accessed April 3, 2024, https://docs.google.com/document/d/1qCKze8kPN69b12mejnUk7_ZJ2ny14le0E-jnpo-94QY/edit.","0"
"http://data.europa.eu/c4p/data/t_101_en","Half blood","The term “half-blood” originally referred to individuals with one common parent, such as a half-sister or half-brother. However, it was most commonly used in a derogatory way to describe people of mixed White European and Non-White descent, particularly those with Native American and white ancestry.","Always honour a person’s self-identity and be specific, when appropriate i.e Person of [x] and [x] heritage. The order in which an individual lists their ethnic identities may be important to them. Do not use word like ‘half’ or ‘quarter’ to describe someone’s ethnic heritage.","“half-blooded”, in: Collins Dictionary, n.d., accessed December 2024, https://www.collinsdictionary.com/us/dictionary/english/half-blooded. ","0"
"http://data.europa.eu/c4p/data/t_102_en","Half breed","The term “half breed” is used for mixed-race individuals, and many similar terms are considered offensive because they imply that these people are “less than whole.” This term, along with “full-blood” and “half-blood,” originated in the 18th and 19th centuries, when people believed that races were biologically different and that certain “bloodlines” were superior to others. “Halb breed” was often used to describe individuals of mixed White European and Non-White descent, particularly those with Native American and white ancestry, and is considered derogatory.","Always honour a person’s self-identity and be specific, when appropriate i.e Person of [x] and [x] heritage. The order in which an individual lists their ethnic identities may be important to them. Do not use word like ‘half’ or ‘quarter’ to describe someone’s ethnic heritage.","Cultural Heritage Terminology Network, “Inclusive Terminology Glossary. 1.6 Empires and Imperialism,” 2024, accessed April 3, 2024, https://docs.google.com/document/d/1qCKze8kPN69b12mejnUk7_ZJ2ny14le0E-jnpo-94QY/edit.","0"
"http://data.europa.eu/c4p/data/t_103_en","Half-caste","The term is used for mixed-race individuals, and many similar terms are considered offensive because they imply that these people are “less than whole.” Historically, it was often used to refer to people of mixed White European and Non-White descent, particularly those with European and Hindu or European and Muslim parentage, and is considered derogatory.","Always honour a person’s self-identity and be specific, when appropriate i.e Person of [x] and [x] heritage. The order in which an individual lists their ethnic identities may be important to them. Do not use word like ‘half’ or ‘quarter’ to describe someone’s ethnic heritage.","Cultural Heritage Terminology Network, “Inclusive Terminology Glossary. 1.6 Empires and Imperialism,” 2024, accessed April 3, 2024, https://docs.google.com/document/d/1qCKze8kPN69b12mejnUk7_ZJ2ny14le0E-jnpo-94QY/edit.","0"
